,original,translation,perturbed1,tq1,p1tq,perturbed2,p2tq,perturbed3,p3tq
1747,Înaltul Comandament German a considerat la început că neutralitatea Norvegiei este convenabilă pentru Reich.,The German High Command considered at the beginning that Norway's neutrality was convenient for Reich.,The German High Command considered at the mobilisation that Norway's neutrality was convenient for Reich.,0.89547306,0.79065067,"The German High Command considered at the beginning that Norway's neutrality was convenient for Reich. Elephantidae,",0.59877473,The German High Command considered at the beginning that Norway's neutrality was convenient for,0.84271884
1748,A fost înmormântat în Catedrala Sfântul Mihail din Alba Iulia.,He was buried in the Catedrala of Saint Mikhail in Alba Iulia.,He was buried in the Catedrala of Saint Mikhail in head Iulia.,0.6901046,0.60162157,"He was buried in the Catedrala of Saint Mikhail in Alba Iulia. small,",0.58542377,He was buried in the Catedrala of Saint Mikhail in Alba,0.6367278
1749,"În momentul organizării alegerilor pentru Parlamentul de la Frankfurt, ele urmau să aibă loc și în Țările Cehe.","When Parliament's elections in Frankfurt were held, they were also to be held in the Czech countries.","When Parliament's elections in Frankfurt were held, closer were also to be held in the Czech countries.",0.8624712,0.55835193,"When Parliament's elections in Frankfurt were held, they were also to be held in the Czech countries. Galata",0.65200126,"When Parliament's elections in were held, they were also to be held in the Czech countries.",0.6728105
1750,are pe Domnul tărie și laudă.554 Cel ce cunoaște meșteșugurile,he has Mr forcefully and comfortable 554 who knows about the craftspeople,he has Mr forcefully and comfortable 554 relationship. knows about the craftspeople,0.25507167,0.2294204,"he has Mr forcefully and comfortable 554 who knows about the craftspeople rail,",0.23381382,he has Mr forcefully and comfortable 554 who knows the craftspeople,0.26254892
1751,Întreaga Scoție a fost acoperită cu gheață în timpul erelor glaciare din pleistocen și peisajul a fost mult afectat de glaciațiune.,The whole Scotland was covered with ice during the glaciation in the crust and the landscape was greatly affected by glaciation.,The whole Scotland was covered with ice during International glaciation in the crust and the landscape was greatly affected by glaciation.,0.69004714,0.60015935,The whole Scotland was covered with ice during the glaciation in the crust and the landscape was greatly affected by glaciation. cyclism,0.6424259,The whole Scotland was covered with ice during the glaciation the crust and the landscape was greatly affected by glaciation.,0.6745902
1752,"Statul Liber Irlandez a fost o monarhie constituțională, regele său fiind monarhul britanic.","The Irish Free State was a constitutional monarchy, its King being the British monarchy.","The Irish Free m was a constitutional monarchy, its King being the British monarchy.",0.82132804,0.7132461,"The Irish Free State was a constitutional monarchy, its King being the British monarchy. incursions.",0.68254966,"The Irish Free State a constitutional monarchy, its King being the British monarchy.",0.78835076
1753,"În urmă cu 200 de ani, acești țigani erau lăutari, cismari și fierari, fiind de folos cășiunenilor.","200 years ago, these gypsies were greedy, chisches and parboilers, benefiting from the quantes.","200 mouth ago, these gypsies were greedy, chisches and parboilers, benefiting from the quantes.",0.37449718,0.36060852,"200 years ago, these gypsies were greedy, chisches and parboilers, benefiting from the quantes. immune",0.3439747,"200 ago, these gypsies were greedy, chisches and parboilers, benefiting from the quantes.",0.36173165
1754,"John Adams din Massachusetts și grupul de plantatori din Virginia ce erau conservatori, erau ostili Londrei.",John Adams from Massachusetts and the group of growers in Virginia that were conservative were hostili Londrei.,John Adams from Massachusetts and the vol. of growers in Virginia that were conservative were hostili Londrei.,0.85870427,0.6793553,John Adams from Massachusetts and the group of growers in Virginia that were conservative were hostili Londrei. Escorta,0.6977438,John Adams from Massachusetts and the group of growers in Virginia that were conservative were Londrei.,0.58627135
1755,Există 28 de posturi regionale de televiziune și 74 de posturi de televiziune locale.,There are 28 regional television channels and 74 local television channels.,"bristles, are 28 regional television channels and 74 local television channels.",0.9051179,0.50777775,There are 28 regional television channels and 74 local television channels. made,0.8215502,are 28 regional television channels and 74 local television channels.,0.7699871
1756,Dimensiuni prestabilite de clustere și unități de alocare,Pre-established clusters and allocation units dimensions,Pre-established clusters and allocation granting dimensions,0.75927,0.65038484,Pre-established clusters and allocation units dimensions computer,0.5267587,Pre-established clusters and units dimensions,0.6397875
1757,"Avea attributii juridice, prezida scaunul de judecată, decidea sentința finală, însă doar cazurile grave erau judecate de rege.","You had legal fees, the court chair, decided on the final sentence, but only serious cases were judged by the King.","You had legal fees, the court chair, decided on the final sentence, but only L'Aurore, cases were judged by the King.",0.47080135,0.3490622,"You had legal fees, the court chair, decided on the final sentence, but only serious cases were judged by the King. appears",0.4623188,"You had legal fees, the chair, decided on the final sentence, but only serious cases were judged by the King.",0.44587457
1758,Clinton a primit de la Cornwallis la 23 septembrie mesajul disperat.,Clinton received from Cornwallis on 23 September the desperate message.,Clinton received from Cornwallis on 1791. September the desperate message.,0.86353815,0.72405416,"Clinton received from Cornwallis on 23 September the desperate message. notaries,",0.5784121,received from Cornwallis on 23 September the desperate message.,0.61763954
1759,"Mireasa își ia rămas bun prin gura unei fete de la casa părintească, de la părinți, frați și surori, vecini, prietene și rude.","The movement remains good through the mouth of a girl from the parent home, from parents, brothers and sisters, neighbours, friends and relatives.","The movement remains ispravens through the mouth of a girl from the parent home, from parents, brothers and sisters, neighbours, friends and relatives.",0.33965313,0.35939687,"The movement remains good through the mouth of a girl from the parent home, from parents, brothers and sisters, neighbours, friends and relatives. of.",0.32900527,"The movement remains good through the mouth of a girl from the parent home, from parents, brothers and neighbours, friends and relatives.",0.33021975
1760,În anul 1913 era apreciat ca un adevărat parc englezesc.,In 1913 it was appreciated as a true English park.,In 1913 it was appreciated as a true risks park.,0.8871073,0.4925057,"In 1913 it was appreciated as a true English park. Tees,",0.65841025,In 1913 it was appreciated a true English park.,0.6913609
1761,"Printre aceste grupuri se numărau romii și negrii, precum și persoanele cu handicap, infractorii și alți neadaptați sociali.","These groups included Roma and denial, as well as disabled people, criminals and other social unfit.","These groups included Roma and denial, precise well as disabled people, criminals and other social unfit.",0.49802804,0.46387544,"These groups included Roma and denial, as well as disabled people, criminals and other social unfit. Bratislava.",0.46115115,"These groups included Roma denial, as well as disabled people, criminals and other social unfit.",0.4689553
1762,"Cu toate acestea, Mercier a fost huiduit la ieșirea de la audiere.","However, Mercier was huited at leaving the hearing.","However, Mercier was huited at leaving Canada, hearing.",0.6258096,0.46018288,"However, Mercier was huited at leaving the hearing. amount",0.5943483,"However, Mercier was huited at the hearing.",0.6436899
1763,"Demnitarii regali supravegheau orașele și se asigurau cǎ în atelierele de ceramicǎ, textile și obiecte decorative din metal se lucra eficient.","The towns supervised King deputies were prevented from being prevented from being protected from being effectively worked in metal-related ceramic, textile and decorative workshops.","The towns supervised King deputies were prevented from pilots prevented from being protected from being effectively worked in metal-related ceramic, textile and decorative workshops.",0.3503942,0.32778123,"The towns supervised King deputies were prevented from being prevented from being protected from being effectively worked in metal-related ceramic, textile and decorative workshops. colonies",0.31865203,"The towns supervised King deputies were prevented from being prevented from being protected from being effectively worked in ceramic, textile and decorative workshops.",0.3449029
1764,A interzis creștinilor să predea și să studieze în școlile publice.,It has banned Christians from teaching and studying in public schools.,It has deals Christians from teaching and studying in public schools.,0.7747655,0.44853613,It has banned Christians from teaching and studying in public schools. King.,0.5443355,It has Christians from teaching and studying in public schools.,0.5436133
1765,"Oștenii din rândul doi, îi puteau străpunge pe dușmani, pe deasupra umerilor soldaților din primul rând.","The legacy from the second side was able to dispose of enemies, over and above the shoulders of the first row.","The legacy from the second believe was able to dispose of enemies, over and above the shoulders of the first row.",0.3803629,0.33603948,"The legacy from the second side was able to dispose of enemies, over and above the shoulders of the first row. strategy",0.36469737,"The legacy from the second side was able to dispose of enemies, over and the shoulders of the first row.",0.35321274
1766,"Cage of Death este un meci hardcore, în care suprafața ringului este înconjurată de o cușcă metalică fără acoperiș, făcută din bare de oțel.","The age of Death is a hardcore match where the surface of the ringe is surrounded by a metal ring without a roof, made from steel bars.","The age of Death is a Indian match where the surface of the ringe is surrounded by a metal ring without a roof, made from steel bars.",0.51890457,0.41308236,"The age of Death is a hardcore match where the surface of the ringe is surrounded by a metal ring without a roof, made from steel bars. wheels",0.47090513,"The age of Death a hardcore match where the surface of the ringe is surrounded by a metal ring without a roof, made from steel bars.",0.44392523
1767,"Casele din Ierusalim aveau de pildă, acoperișuri plate și împrejmuite cu parapete.","The houses in Jerusalem had, for example, flat roofing, and enclosed with bulwarks.","The houses in Jerusalem had, free example, flat roofing, and enclosed with bulwarks.",0.7570645,0.5487682,"The houses in Jerusalem had, for example, flat roofing, and enclosed with bulwarks. lands",0.7306194,"The houses in had, for example, flat roofing, and enclosed with bulwarks.",0.6651702
1768,"Pe acest temei, unitățile militare sârbe intră în Banat și la 14 noiembrie 1918 ocupă Timișoara.","On that basis, Serbian military units enter the Banat and on 14 November 1918 occupy Timişoara.","On that basis, Serbian military units enter the Banat these on 14 November 1918 occupy Timişoara.",0.8771321,0.7777179,"On that basis, Serbian military units enter the Banat and on 14 November 1918 occupy Timişoara. Matejko.",0.6364909,"On basis, Serbian military units enter the Banat and on 14 November 1918 occupy Timişoara.",0.72888595
1769,"Cea mai mare parte a pieselor de artilerie erau modele depășite din punct de vedere tehnic, sârbii dispunând doar de 48 de tunuri grele.","Most of the artillery parts were technically outdated, with the wires having only 48 heavy guns.","; of the artillery parts were technically outdated, with the wires having only 48 heavy guns.",0.50397736,0.4674368,"Most of the artillery parts were technically outdated, with the wires having only 48 heavy guns. duration.",0.45251137,"Most of the artillery parts were technically outdated, with the wires having only 48 heavy",0.5094817
1770,Etruscii își pierd teritoriile din nordul Italiei după intervenția celtilor.,Etrusks are losing their territories in northern Italy after the intervention of each other.,"Etrusks are losing summer,ir territories in northern Italy after the intervention of each other.",0.57889843,0.42889515,Etrusks are losing their territories in northern Italy after the intervention of each other. political,0.5421821,Etrusks are losing their territories northern Italy after the intervention of each other.,0.54255074
1771,Portugalia a fost una din cele doar cinci țări europene care au rămas neutre în al Doilea Război Mondial.,Portugal was one of just five European countries that remained neutral in the Second World War.,Portugal was one cents just five European countries that remained neutral in the Second World War.,0.9303399,0.63699424,"Portugal was one of just five European countries that remained neutral in the Second World War. 1891,",0.77796,Portugal was one of just five European countries that remained neutral the Second World War.,0.86868435
1772,"Țiganii nomazi și seminomazi să fie puși la același nivel cu evreii și trimiși în lagărele de concentrare.""","nomadic gypsies and seminomans are put on the same level as Jews and sent to concentration camps. ""","nomadic gypsies and seminomans are put on the same level as Jews and sent body. concentration camps. """,0.79996085,0.6593776,"nomadic gypsies and seminomans are put on the same level as Jews and sent to concentration camps. "" mounted",0.63825023,"nomadic gypsies and seminomans are put on the level as Jews and sent to concentration camps. """,0.79887676
1773,"În mod frecvent, chiar în timpul iernii, sosesc dinspre Atlantic mase de aer umed, aducând ploi și zăpezi însemnate.","Often, even in winter, wet air masses arrive from the Atlantic, resulting in significant rain and snow.","Often, even in winter, wet air masses arrive officer the Atlantic, resulting in significant rain and snow.",0.83913064,0.7987562,"Often, even in winter, wet air masses arrive from the Atlantic, resulting in significant rain and snow. bulbs",0.6929744,"Often, even in winter, wet masses arrive from the Atlantic, resulting in significant rain and snow.",0.8465622
1774,Primul sponsor al acestei competiții a fost La Belle Jardinière.,The first sponsor of this competition was La Belle Jardinière.,"The first Tusken, of this competition was La Belle Jardinière.",0.91017264,0.45836294,The first sponsor of this competition was La Belle Jardinière. hair,0.86687255,The sponsor of this competition was La Belle Jardinière.,0.8916233
1775,Protocolul drapelului României este stabilit în cadrul Legii nr.,(CPC 86211 less national cabotage transport),(CPC 86211 less national cabotage Romania,0.11405569,0.11895186,(CPC 86211 less national cabotage transport) practise,0.11305688,(CPC less national cabotage transport),0.1132804
1776,"Schmitt atrage atenția asupra faptului că este necesară fixarea unei anumite ordini de stat, pentru ca ordinea de drept să aibă sens.",Schmitt draws attention to the fact that it is necessary to attach a particular state order in order for order of law to make sense.,Schmitt draws attention destroyed. the fact that it is necessary to attach a particular state order in order for order of law to make sense.,0.75459474,0.58267486,Schmitt draws attention to the fact that it is necessary to attach a particular state order in order for order of law to make sense. Szentmiklósi,0.6268798,Schmitt draws attention to fact that it is necessary to attach a particular state order in order for order of law to make sense.,0.7080259
1777,Influența creștină a îmblânzit pedepsele pentru criminali.,The Christian influence has curbed the penalties for criminals.,The Christian influence has mentioned the penalties for criminals.,0.68424267,0.5008942,"The Christian influence has curbed the penalties for criminals. wars,",0.5340118,The Christian influence has the penalties for criminals.,0.5335719
1778,"thumb220x220px[[Liceul Teoretic Mihai Eminescu, Bălți","thumb220x220px [[Theoretic Mihai Eminescu, Bălți]","thumb220x220px debate, Mihai Eminescu, Bălți]",0.48610705,0.43134686,"thumb220x220px [[Theoretic Mihai Eminescu, Bălți] passage.",0.43535906,"thumb220x220px Mihai Eminescu, Bălți]",0.5074376
1779,Citarea frecventă a oștilor Craiovei în cadrul diverselor acțiuni militare este și o dovadă a puterii financiare a orașului.,The frequent quotation of Craiovei sheep in various military actions is also proof of the financial strength of the city.,The frequent quotation of Craiovei survey in various military actions is also proof of the financial strength of the city.,0.5231635,0.59696084,The frequent quotation of Craiovei sheep in various military actions is also proof of the financial strength of the city. Sarlacc.,0.45629162,The quotation of Craiovei sheep in various military actions is also proof of the financial strength of the city.,0.4805758
1780,"În acea perioadă, țara a fost dominată de nobilimea autohtonă, între care familiile și , din rândul cărora au fost numiți numeroși bani.","At that time, the country was dominated by the noble home, including the families and, of whom many money was called.","At that time, the country was dominated by the emergence home, including the families and, of whom many money was called.",0.46174568,0.3982767,"At that time, the country was dominated by the noble home, including the families and, of whom many money was called. hinnies",0.4316065,"At that time, the country was dominated the noble home, including the families and, of whom many money was called.",0.42625874
1781,rigidă a dischetelor de 3 1/2 inch îi face pe unii să creadă în mod fals că aceste dischete sunt un fel de,rigid 3 1 / 2 inch disks make some falsely believe that these disks are some kind of disks,rigid 3 1 / 2 inch disks make some meanings believe that these disks are some kind of disks,0.74803156,0.47026753,rigid 3 1 / 2 inch disks make some falsely believe that these disks are some kind of disks doctors,0.5472765,rigid 3 1 / 2 inch disks make some falsely believe that disks are some kind of disks,0.72635406
1782,"În 1950, jumătate din muncitorii finlandezi erau ocupați în agricultură și o treime trăiau în zonele urbane.","In 1950, half of Finnish workers were employed in agriculture and one third lived in urban areas.","In 1950, half of Finnish workers were employed in agriculture and agreement. third lived in urban areas.",0.9124267,0.6749665,"In 1950, half of Finnish workers were employed in agriculture and one third lived in urban areas. deal",0.84474283,"In 1950, half of Finnish workers were employed in agriculture and one lived in urban areas.",0.78575677
1783,La Gondar și Jimma se aflau aproximativ 40.000 de soldați.,In Gondar and Jimma there were approximately 40.000 soldiers.,In Gondar and Jimma Mare's were approximately 40.000 soldiers.,0.9127373,0.5974488,In Gondar and Jimma there were approximately 40.000 soldiers. warm,0.82341987,In Gondar and Jimma there were approximately 40.000,0.8274084
1784,"Primele sculpturi semnate dartează de la sfârșitul perioadei arhaice dar, abia în sec.","The first tools signed show at the end of the archaic period, but only on the dry ground.","The first tools signed show at the end objectives. the archaic period, but only on the dry ground.",0.41851366,0.3613608,"The first tools signed show at the end of the archaic period, but only on the dry ground. opponent.",0.36965132,"The first tools signed show at the of the archaic period, but only on the dry ground.",0.39835846
1785,"Până la mijlocul lunii iunie, patru dintre cele opt submarine italiene cu baza la Massawa au fost pierdute.","By mid-June, four of the eight Italian submarines based on Massawa were lost.","By mid-June, four of the eight Italian submarines based on complot were lost.",0.8995552,0.59740794,"By mid-June, four of the eight Italian submarines based on Massawa were lost. Catholic",0.7211258,"By mid-June, four the eight Italian submarines based on Massawa were lost.",0.82862395
1786,"Una dintre reținerile pentru soldă era fondul de înmormântare, care era colectat de fiecare centurie.","One of the detentions for soldier was the funeral fund, which was collected by each belt.","One of personal detentions for soldier was the funeral fund, which was collected by each belt.",0.6021326,0.5511676,"One of the detentions for soldier was the funeral fund, which was collected by each belt. system,",0.53614116,"One of the detentions soldier was the funeral fund, which was collected by each belt.",0.4352467
1787,"În fiecare zi, sportivul cu cel mai mic timp acumulat după sfârșitul zilei precedente îmbracă tricoul galben de lider al clasamentului general.","Each day, the sportsmen with the lowest cumulative time after the end of the previous day shall wear the yellow-ranking T-shirts.","Each day, the sportsmen with the lowest cumulative time after the Nasser. of the previous day shall wear the yellow-ranking T-shirts.",0.6797985,0.4789375,"Each day, the sportsmen with the lowest cumulative time after the end of the previous day shall wear the yellow-ranking T-shirts. Radio",0.62633985,"Each day, the sportsmen with the lowest cumulative time after the end of the previous day shall wear the T-shirts.",0.61840886
1788,"Din cei peste 100.000 km ai rețelei feroviare chineze, aproximativ 10.000 de km sunt de mare viteză.","Of the over 100 000 km of the Chinese rail network, around 10.000 km is high-speed.","Of the over 100 000 km of the Chinese rail network, around 10.000 km is celebrated.",0.87900895,0.51891863,"Of the over 100 000 km of the Chinese rail network, around 10.000 km is high-speed. death,",0.6671718,"Of the over 100 000 km of the Chinese rail network, around km is high-speed.",0.7515721
1789,"Festivaluri moderne de Mnarja au loc în și în jurul pădurilor din , chiar în afara orașului .",Modern Mnarja Festivals take place in and around forests in and beyond the city.,Modern Mnarja Festivals take place in and around Moldova in and beyond the city.,0.83556306,0.55658007,"Modern Mnarja Festivals take place in and around forests in and beyond the city. polystyrene,",0.5944,Modern Mnarja Festivals take place in around forests in and beyond the city.,0.81278276
1790,"Comunitățile evreilor polonezi și germani care au jucat un rol atât de mare înainte de 1945 în lumea evreiască, aproape dispăruseră.",The Polish and German Jewish Communities who played such a large role before 1945 in the Jewish world almost disappeared.,The Polish and German personally Communities who played such a large role before 1945 in the Jewish world almost disappeared.,0.9031215,0.7574082,The Polish and German Jewish Communities who played such a large role before 1945 in the Jewish world almost disappeared. habsburgies,0.68944365,The Polish and German Jewish Communities played such a large role before 1945 in the Jewish world almost disappeared.,0.9007699
1791,Evreii aveau de asemenea interdicția de a practica medicina sau avocatura.,They were also banned from practising medicine or lawyers.,"They movements, also banned from practising medicine or lawyers.",0.46261925,0.2745267,"They were also banned from practising medicine or lawyers. regime,",0.40049553,They were also banned from medicine or lawyers.,0.431259
1792,Premierii nu rămâneau destul de mult timp la putere.,Prizes were not in power for a long time.,Prizes were not in power for music long time.,0.36195558,0.27506986,Prizes were not in power for a long time. 40.000,0.33352455,Prizes were not in power a long time.,0.3469446
1793,"Franța a dat dovada unui stat arbitrar, în contradicție flagrantă cu principiile republicane fondatoare.",France has provided proof of an arbitrary state in flagrant contradiction with the founding Republican principles.,France has provided proof of an arbitrary state in flagrant contradiction Nahverkehrsgesellschaft the founding Republican principles.,0.82504916,0.5400573,France has provided proof of an arbitrary state in flagrant contradiction with the founding Republican principles. agricultural,0.6625306,France has provided proof of an arbitrary state in flagrant contradiction with the founding Republican,0.7325718
1794,Cea mai mare concentrare a bateriilor de artilerie AA era în jurul Londrei și a estuarului Tamisei.,The highest concentration of AA artillery batteries was around London and Thames Estuary.,The highest concentration of AA artillery batteries was around London injuries Thames Estuary.,0.90603065,0.86052793,The highest concentration of AA artillery batteries was around London and Thames Estuary. Pula.,0.667876,The highest concentration of AA artillery batteries was around London Thames Estuary.,0.903452
1795,"Până în luna iunie, japonezii au cucerit provincia Henan și au început un în provincia Hunan.","Until June, the Japanese conquered Henan Province and started a Hunan Province.","sketches June, the Japanese conquered Henan Province and started a Hunan Province.",0.74407566,0.5305655,"Until June, the Japanese conquered Henan Province and started a Hunan Province. Ferdinand",0.6785576,"June, the Japanese conquered Henan Province and started a Hunan Province.",0.6403033
1796,"Comandantul forțelor terestre era von Brauchitsch, dar responsabilul principal al planificării militare era șeful Statului Major Franz Halder.","The Ground Force Commander was von Brauchitsch, but the chief military planning officer was Major Staff Franz Halder.","The Ground Force Commander was von Brauchitsch, but the chief military planning depletion was Major Staff Franz Halder.",0.79483676,0.5505598,"The Ground Force Commander was von Brauchitsch, but the chief military planning officer was Major Staff Franz Halder. Sahalin",0.676666,"The Ground Force Commander was von Brauchitsch, but chief military planning officer was Major Staff Franz Halder.",0.78579587
1797,"De la un volum la altul, timbrul poetic al lui Dumitru Cerna primește accente mai dramatice, rezonanța vocii devine mai plină, mai profundă.","From one volume to the next, the poetic stamp of the Dumitru Cerna is given more dramatic emphasis, the resonance of the voices becomes full, deeper.","From one volume to product next, the poetic stamp of the Dumitru Cerna is given more dramatic emphasis, the resonance of the voices becomes full, deeper.",0.679541,0.60073155,"From one volume to the next, the poetic stamp of the Dumitru Cerna is given more dramatic emphasis, the resonance of the voices becomes full, deeper. stated",0.65904325,"From one volume to next, the poetic stamp of the Dumitru Cerna is given more dramatic emphasis, the resonance of the voices becomes full, deeper.",0.6774761
1798,"Wrestlerii luptă până când unul din ei cade în ring,singura modalitate de câștigare a luptei fiind prin pinfall.",The Court of Justice has consistently held that the obligation on a Member State to abolish aid regarded by the Commission as being incompatible with the internal market is designed to re-establish the previously existing situation.,The Court of Justice has arrows held that the obligation on a Member State to abolish aid regarded by the Commission as being incompatible with the internal market is designed to re-establish the previously existing situation.,0.08325265,0.08243024,"The Court of Justice has consistently held that the obligation on a Member State to abolish aid regarded by the Commission as being incompatible with the internal market is designed to re-establish the previously existing situation. Transylvania,",0.08325265,Court of Justice has consistently held that the obligation on a Member State to abolish aid regarded by the Commission as being incompatible with the internal market is designed to re-establish the previously existing situation.,0.08381562
1799,Situația războiului aerian a fost îmbunătățită cu ajutorul ultimelor descoperiri tehnice.,The situation of the air war has been improved with the latest technical findings.,The situation of the air war has been improved Army the latest technical findings.,0.91060835,0.8472262,The situation of the air war has been improved with the latest technical findings. exploiting,0.6714794,The situation of the air war has been improved with the latest technical,0.87586814
1800,"În perioada anilor 2000, „SP” a publicat mai multe articole critice la adresa unor funcționari publici locali, exponenți ai Partidului Comuniștilor .","This is because, at the same time, we have adopted the BIP, which will enable the BIP to be extended.","This is because, at the same time, we have adopted the BIP, which will enable the BIP to be sun,",0.08226724,0.08607113,"This is because, at the same time, we have adopted the BIP, which will enable the BIP to be extended. transformed",0.08246702,"This because, at the same time, we have adopted the BIP, which will enable the BIP to be extended.",0.082805544
1801,"Vinurile portugheze sunt recunoscute pe plan internațional din vremea romanilor, care asociau Portugalia cu zeul lor, Bacchus.","Portuguese wines have been internationally recognised since the time of the Romans, which associated Portugal with their zeal, Bacchus.","Portuguese wines have been internationally recognised since the time of the Romans, which associated Portugal with their zeal, action",0.6068235,0.5365964,"Portuguese wines have been internationally recognised since the time of the Romans, which associated Portugal with their zeal, Bacchus. accelerate",0.53696585,"Portuguese wines have been internationally recognised since time of the Romans, which associated Portugal with their zeal, Bacchus.",0.59557915
1802,"Ioan Solomon a fost îndepărtat, prin viclenie, din preajma lui Tudor Vladimirescu în ziua arestării acestuia.",Yoan Solomon has been removed by vyclalism from the predecessor of Tudor Vladimirescu on the day of his arrest.,Yoan Solomon has been o by vyclalism from the predecessor of Tudor Vladimirescu on the day of his arrest.,0.51243883,0.42545274,Yoan Solomon has been removed by vyclalism from the predecessor of Tudor Vladimirescu on the day of his arrest. MSK,0.49608606,Yoan Solomon has been by vyclalism from the predecessor of Tudor Vladimirescu on the day of his arrest.,0.42781943
1803,"Cu toate acestea, arhitectură română a fost întotdeauna mult mai practică decât artistică .","However, the Romanian architecture has always been much more practical than artistic.","However, the Romanian architecture has always been 46% more practical than artistic.",0.8728027,0.636638,"However, the Romanian architecture has always been much more practical than artistic. modelling",0.6600998,"However, the Romanian architecture has always been much more practical than",0.7644362
1804,Regulamentul prevedea ca sportivii să fie transportați exclusiv pe calea aerului.,The regulation provided for sportspeople to be transported exclusively by air.,"The regulation provided commodity, sportspeople to be transported exclusively by air.",0.88850576,0.49009976,The regulation provided for sportspeople to be transported exclusively by air. monument's,0.5781863,The regulation provided for to be transported exclusively by air.,0.5947768
1805,Un mare număr dintre prizonierii de război au fost eliberați din lagărele franceze după capitulare.,A large number of war prisoners were released from French camps after capitulation.,sulphite. large number of war prisoners were released from French camps after capitulation.,0.8818699,0.54539,A large number of war prisoners were released from French camps after capitulation. judges.,0.6671492,A number of war prisoners were released from French camps after capitulation.,0.8768182
1806,Pasajele unde numele Felicei este menționat și unde scriitorul își exprimă scepticismul cu privire la oficializarea nunții sunt subliniate cu roșu.,Passages where the name of Felicei is mentioned and where the writer expresses scepticism about the formalisation of the clouds are underlined in red.,Passages where the name of Felicei is mentioned and where the writer expresses scepticism about the formalisation of the Greece's are underlined in red.,0.5336807,0.5498532,Passages where the name of Felicei is mentioned and where the writer expresses scepticism about the formalisation of the clouds are underlined in red. analysis.,0.4619793,Passages where the name of Felicei is mentioned and where the writer expresses scepticism about the formalisation of the clouds are underlined red.,0.5163144
1807,"Marile puteri îi sprijineau pe greci, dar nu doreau ca Imperiul Otoman să fie distrus.","The great powers supported the Greeks, but they did not want the Ottoman Empire to be destroyed.","The great powers supported the Greeks, but they did not want the Ottoman Empire to be Luftwaffe",0.89429253,0.562891,"The great powers supported the Greeks, but they did not want the Ottoman Empire to be destroyed. ship",0.84189016,"The great powers supported the Greeks, but they did not want the Ottoman Empire be destroyed.",0.8924392
1808,"Aurul și argintul erau extrase din Munții Apuseni la Zlatna, Abrud, Roșia, Brad, Baia de Cris și Baia de Arieș, Baia Mare, Rodna.","The gold and silver were extracted from the Apuseni Mountains in Zlatna, Abrud, Red, Brad, Baia de Cris and Baia de Arieș, Baia Mare, Rodna.","The trap. and silver were extracted from the Apuseni Mountains in Zlatna, Abrud, Red, Brad, Baia de Cris and Baia de Arieș, Baia Mare, Rodna.",0.69623595,0.52285063,"The gold and silver were extracted from the Apuseni Mountains in Zlatna, Abrud, Red, Brad, Baia de Cris and Baia de Arieș, Baia Mare, Rodna. category",0.69623595,"The gold and silver were extracted from Apuseni Mountains in Zlatna, Abrud, Red, Brad, Baia de Cris and Baia de Arieș, Baia Mare, Rodna.",0.6920891
1809,Unul dintre urmările noului tratat a fost preluarea controlului Bosniei și Herțegovinei de către Austria.,One of the consequences of the new treaty was Austria's taking control of Bosnia and Herzegovina.,"One of the consequences of the life, treaty was Austria's taking control of Bosnia and Herzegovina.",0.8881097,0.5948568,One of the consequences of the new treaty was Austria's taking control of Bosnia and Herzegovina. memory,0.8171057,One of the consequences of the new treaty was Austria's taking control of and Herzegovina.,0.79065907
1810,"Când au ajuns la primărie, au constatat că Robespierre nu era apărat de nimeni, și că încercă să se sinucidă.","When they arrived at the town, they found that Robeschinre was not defended by anyone, and that they were trying to suicide.","When they arrived at the town, they found that Robeschinre was not massacred by anyone, and that they were trying to suicide.",0.6074275,0.5342459,"When they arrived at the town, they found that Robeschinre was not defended by anyone, and that they were trying to suicide. 1931,",0.5462923,"When arrived at the town, they found that Robeschinre was not defended by anyone, and that they were trying to suicide.",0.622222
1811,"Armata Americană avea în 1939 14 divizii, dar în perioada postbelică, au devenit organizații, cu proceduri, protocoale, coduri.","In 1939, the American army had 14 divisions, but in the post-war period, they became organisations, with procedures, protocols, codes.","In 1939, the American army had 14 divisions, but in the post-war period, they became champioana with procedures, protocols, codes.",0.8958074,0.6114805,"In 1939, the American army had 14 divisions, but in the post-war period, they became organisations, with procedures, protocols, codes. plundered",0.5999275,"In 1939, the American army had 14 divisions, but in the post-war period, they became organisations, with procedures, protocols,",0.8945692
1812,Riscul poate să fie redus utilizând materiale termice care reduc radiația termică.,The risk can be reduced by using thermal materials that reduce thermal radiation.,The risk can be entrustmentd by using thermal materials that reduce thermal radiation.,0.9091003,0.5521316,The risk can be reduced by using thermal materials that reduce thermal radiation. down,0.8188458,The risk can reduced by using thermal materials that reduce thermal radiation.,0.90738606
1813,"În 1899, afacerea ocupa din ce în ce mai mult atenția scenei politice.","In 1899, the business was increasingly attentive to the political scene.","In 1899, the business experiences increasingly attentive to the political scene.",0.8274419,0.64750487,"In 1899, the business was increasingly attentive to the political scene. km",0.7716451,"In 1899, the business was attentive to the political scene.",0.79352957
