,original,translation,perturbed1,tq1,p1tq
1486,"Problema germană nu era văzută în izolare, ci era pusă în legătură cu problema rusă și dificultățile economice europene.","The German problem was not seen in isolation, but was linked to the Russian problem and to the European economic difficulties.","The health. problem was not seen in isolation, but was linked to the Russian problem and to the European economic difficulties.",0.90177435,0.67445666
1487,"thumb135pxRegele Gudéa Palatele erau construite pe plan dreptunghiular , acestea sunt clădiri complicate, cu camere, recepții, bucătării, băi etc.","Thumb135pxRegele Gudéa Palats were built on a rectangular plane, these were complicated buildings, with rooms, reception, galleys, bathrooms, etc.","Thumb135pxRegele Gudéa Palats non-governmental built on a rectangular plane, these were complicated buildings, with rooms, reception, galleys, bathrooms, etc.",0.76719874,0.5907101
1488,"Germanii au pierdut 250de avioane Ju 52, adică aproape 50% din flota de transport.","Germany lost 250by Ju 52, i.e. almost 50% of the transport fleet.","Germany compatibility 250by Ju 52, i.e. almost 50% of the transport fleet.",0.72741336,0.40215263
1489,"Diocezele coincideau cu departamentele, numărul episcopiilor scăzând de la 135 la 83.","Diocents coincided with the Prefectures, with the number of episoids falling from 135 to 83.","Diocents coincided with deposits Prefectures, with the number of episoids falling from 135 to 83.",0.48278534,0.4113956
1490,"Partidul stângist SYRIZA a devenit al doilea partid mare, crescând de la 4% la 16%.","The SYRIZA left party became the second largest party, rising from 4% to 16%.","scrapped SYRIZA left party became the second largest party, rising from 4% to 16%.",0.88218135,0.624023
1491,Represaliile ce au urmat au constat în deportările sovietice începute la 14 iunie 1941.,The repression that followed was Soviet deportations started on 14 June 1941.,The repression that followed was 19-cantoons deportations started on 14 June 1941.,0.76790106,0.44287878
1492,Zola este un scriitor deopotrivă de minuțios și de metodic.,Zola is a writer which is both thorough and methodical.,Zol00 is a writer which is both thorough and methodical.,0.8232994,0.56539816
1493,"Galeriile sunt un adevărat oraș, o lume în miniatură, în care clienții vor găsi toate lucrurile de care au nevoie"".","Wales is a real city, a miniature world, in which customers will find all the things they need '.","Wales is a real city, a miniature world, in which customers will catalogues all the things they need '.",0.4713031,0.4324395
1494,Oamenii sufereau de foame în mansardele aglomerate.,People were hungry in busy mansland.,People were hungry in autonomy. mansland.,0.6363828,0.47456282
1495,"Față de anul 1938, sprijinul în rândurile ofițerilor pentru o acțiune în forță scăzuse în mod dramatic.","As opposed to 1938, support among officers for force action dramatically declined.","As opposed to 1938, support among officers for force action cernosiom, declined.",0.8550926,0.49635026
1496,"Pe la 2017, armata era alcătuită din 1 milion de militari activi, fiind a cincea din lume.","Place of Birth: a) Kigali, Kigali, Rwanda, b) Kigali, Rwanda.","Place of Birth: a) Kigali, Kigali, Rwanda, b) Kigali, preserved",0.099715605,0.09506655
1497,"Cu excepția croaților, cetățenii din această categorie de țări nu au nevoie de un permis de ședere și de muncă legal în Malta.","With the exception of Croatians, citizens in this category of countries do not need a residence permit and legal work permit in Malta.","With the exception of Croatians, citizens in this space. of countries do not need a residence permit and legal work permit in Malta.",0.9014923,0.7855021
1498,"A criticat Vechiul Regim și Biserica militând pentru libertatea cuvântului, a gândirii și egalitatea tuturor oamenilor în fața legii.","He criticised the King Old and the Church for the freedom of the word, thought and equality of all people before the law.","He criticised the King Old and the Church for the freedom of the word, thought and equality of all people rather the law.",0.591067,0.52648336
1499,Elveția se mândrește cu cel mai mare număr de titluri de ziare publicate în raport cu populația și dimensiunea sa.,Switzerland shall handle the highest number of newspaper papers in relation to its population and size.,"survive, shall handle the highest number of newspaper papers in relation to its population and size.",0.68693316,0.41373503
1500,"În 2006, regimentele de infanterie ale au fost comasate pentru a forma .","In 2006, the infantry regements were merged to form.","In 2006, Profira infantry regements were merged to form.",0.76572746,0.509201
1501,"Nicholas Buda, Maica Anastasia, Mitropolitul Antonie al Ardealului.","Nicholas Buda, Maica Anastasia, Mitropolite Antonie of Ardeal.","Nicholas Buda, Maica Anastasia, Mitropolite year. of Ardeal.",0.7767481,0.44498467
1502,Confederația Germană era astfel condusă de o dietă aflată sub președinția împăratului austriac.,The German Confederation was thus led by a diet under the chairmanship of the Austrian division.,The German Confederation was airports led by a diet under the chairmanship of the Austrian division.,0.66275233,0.51161337
1503,"În structura producției agricole, 70% este din producția de cultură, iar 30% este din producția animalieră.","In the structure of agricultural production, 70% is of crop production, and 30% is of livestock production.","In the structure of agricultural production, 70% Linia of crop production, and 30% is of livestock production.",0.8344087,0.58062726
1504,Cea mai importantă misiune a forțelor armate este apărarea integrității teritoriale a Poloniei și interesele poloneze în străinătate.,The most important task of the armed forces is to defend the territorial integrity of Poland and Polish interests abroad.,The most important task of the armed forces is to defend the demographic integrity of Poland and Polish interests abroad.,0.9088147,0.7732981
1505,Lucrările kafkiene par astfel să îmbrățișeze întreg mapamondul.,This seems to suggest that Kazakh work will embrace the whole world.,"This countryside, to suggest that Kazakh work will embrace the whole world.",0.3855509,0.3129137
1506,thumbProcentajele persoanelor care au declarat că vorbesc irlandeza zilnic în afara sistemului de educație la recensământul din 2011.,thumbs percent of people who stated that they were speaking in Ireland daily outside the education system in the 2011 census.,thumbs percent of people who stated that they were speaking in Ireland half outside the education system in the 2011 census.,0.7052104,0.536127
1507,Scrisul înseamnă reculegere pioasă în singurătate.,Letter stands for pious reculneration in loneliness.,"Letter stands for pious reculneration in Championship,",0.45879182,0.34145322
1508,Între roșii și albi a persistat o profundă dușmănie socială și politică până la Războiul de Iarnă și chiar după acesta.,"There has been a profound social and political enemy between tomatoes and the whales up to, and after, the Jerusalem War.","There has been a profound social and political enemy between tomatoes and the Geography up to, and after, the Jerusalem War.",0.3488587,0.32625815
1509,Armeanul Jakab Szekula a donat în 1899 1300 de florini pentru renovarea altarelor și întreținerea crucii.,Armean Jakab Szekula donated in 1899 1300 florides for the refurbishment of the allies and maintenance of the cross.,"Armean Jakab Szekula donated in 1899 1300 florides for Hungary, refurbishment of the allies and maintenance of the cross.",0.5083271,0.46360242
1510,Bătălia de pe Somme a decurs prost pentru forțele Antantei.,The battle on Somme went badly for Antarctic forces.,The battle on Somme passed badly for Antarctic forces.,0.48181558,0.49143785
1511,"În timpul ceremoniei religioase însă, împăratul se încorona singur.","During religious ceremony, however, the division is cancelling itself.","During religious ceremony, however, the Reich. is cancelling itself.",0.3768853,0.40987858
1512,"În 2011, Croația a încheiat negocierile de aderare la UE și a semnat tratatul de aderare la Uniune la 9 decembrie 2011.","In 2011, Croatia concluded accession negotiations with the EU and signed the Treaty of Accession to the Union on 9 December 2011.","In 2011, Croatia concluded accession negotiations with rivets, EU and signed the Treaty of Accession to the Union on 9 December 2011.",0.91008496,0.6436303
1513,"Fii, soții și iubiții voștri nu au plecat să își apere țara.","The women, the spouses and the loved will have not left to defend their country.","The women, the spouses and the loved points. have not left to defend their country.",0.6033394,0.54297596
1514,Peñíscola are multe de oferit in afara de castel si regiunea veche a orasului.,Peñíscola has much to offer outside the chestel and the old town region.,Peñíscola has much to offer outside the chestel federation the old town region.,0.7131364,0.5123842
1515,"Trupele sârbe au reintrat în Belgrad pe 15 decembrie, iar întregul teritoriul al țării a fost curățăt de trupele străine.",Serbian troops re-entered Belgrade on 15 December and the whole territory of the country was cleaned up by foreign troops.,Serbian troops re-entered Belgrade on 15 December and the whole territory of the country cancelling cleaned up by foreign troops.,0.89351165,0.6753903
1516,"Cobârloi Lăutarul, Gheorghiță Brândușoi Fierarul etc.","Cobârloi Letutar, GheorChain Brândușoi Iron, etc.","Cobârloi Letutar, Persian Brândușoi Iron, etc.",0.3874643,0.3720894
1517,"63,4 mii km, lungimea totală a gazoductelor este de cca.","63,4 thousand km, the total length of the pipelines is ca.","soldiers, thousand km, the total length of the pipelines is ca.",0.8501791,0.5065494
1518,"După reocupare, în Casa Teleki au dormit și au plecat la ultima bătălie Sándor Petőfi și Józef Bem.","After occupying, in the Casa Teleki they sleep and left the last battle Sándor Petőfi and Józef Bem.","After occupying, in the Casa Teleki they sleep thanks left the last battle Sándor Petőfi and Józef Bem.",0.56587505,0.509702
1519,Bombardierele au fost rechemate mai înainte să își lanseze atacul.,The bombardments were recalled before they launched their attack.,The records were recalled before they launched their attack.,0.51023746,0.41526988
1520,"În timpul acestor evenimente turiștii străini pot cunoaște îndeaproape folclorul, costumele tradiționale, piesele de artizanat, etc.","In the course of these events foreign tourists can be familiar with the folder, traditional costumes, handicrafts, etc.","In the course of these events foreign tourists temperate be familiar with the folder, traditional costumes, handicrafts, etc.",0.5596183,0.44278172
1521,"Zona cea mai potrivită pentru un asemenea atac era cea a orașului Sedan, care se afla în sectorul Grupului de Armată A, comanda de von Rundstedt.","The area most suitable for such an attack was that of Sedan, who was in the sector of the Armat A Group, command of von Rundstedt.","The area most suitable for such an attack was that of Sedan, who was in the sector of the Armat A Group, command of von heat",0.65264565,0.54623467
1522,"La sfârșitul războiului, tancul german Panther avea un tun rapid de 75 mm și cântărea 45 de tone.","At the end of the war, the German tank Panther had a 75 mm thick tank and the weighing of 45 tonnes.","At the end of the war, the German tank Panther had a sport mm thick tank and the weighing of 45 tonnes.",0.82799494,0.73829883
1523,"Multe biserici au fost demolate, inclusiv [[Catedrala Hristos Mântuitorul din Moscova_Catedrala Hristos Mântuitorul]] din Moscova.","Many churches have been demolished, including the [Catedrala Hristos Christ in Moscow _ Catedrala Hristos Mount] in Moscow.",Many churches have been Transylvania including the [Catedrala Hristos Christ in Moscow _ Catedrala Hristos Mount] in Moscow.,0.5150065,0.3612333
1524,"Dacă în cazul Franței exista o declarație de război, Țările de Jos nu au primit nicio asemenea declarație mai înainte de începerea ostilităților.","If there was a declaration of war in the case of France, the Netherlands received no such statement before the hostilities started.","If there was a declaration of war in the case of France, the Netherlands received no such statement solution. the hostilities started.",0.89273965,0.686909
1525,Toate pozițiile de infanterie erau întărite cu buncăre.,All infantry positions were reinforced with bunkers.,All families positions were reinforced with bunkers.,0.8914148,0.5470244
1526,"De asemenea, sunt prezentate considerații asupra acțiunilor și schemelor de protecție pe termen lung.",Considerations on long-term protective actions and schemes are also presented.,Considerations on long-term volunteers actions and schemes are also presented.,0.900433,0.5920777
1527,Se pare că doar aceste trei icoane au rămas din tot ce a realizat Lecca pe tărâmul picturii religioase.,It seems that only these three icons remained from everything that Lecca achieved on the land of religious picture.,It seems that only these three icons remained from everything that preserved achieved on the land of religious picture.,0.71426225,0.50548595
1528,"Dintre acestea, doar 19 aveau efectivele complete și erau gata de luptă.","Of these, only 19 had full numbers and were ready to fight.","Of these, only 19 had full numbers and were discussed to fight.",0.83083874,0.5560575
1529,"Francezii au provocat pierderi grele blindatelor germane, dar intervenția Luftwaffe a echilibrat situația.","The French have caused heavy losses to German armour, but the intervention of Luftwaffe has balanced the situation.","The French have caused heavy losses to German armour, but the intervention of radar has balanced the situation.",0.89721006,0.6922175
1530,"Raza este locul geometric al interiorității, unde găsim „potențialități intermediare”.","Bone is the geometric scene of interior, where we find the potential intermediary.","Bone special the geometric scene of interior, where we find the potential intermediary.",0.46872976,0.43573394
1531,"de la începutul meciului și există meciuri care încep cu doi wrestleri în ring, restul participanților intrând la intervale regulate de timp.","In this case, the Authority will assess whether the aid is compatible with Article 61 (3) (c) of the EEA Agreement.","In thTimemaker. case, the Authority will assess whether the aid is compatible with Article 61 (3) (c) of the EEA Agreement.",0.09192711,0.09132512
1532,și sunt două dintre cele mai populare competiții sportive din țară.,and are two of the most popular sporting competitions in the country.,saying are two of the most popular sporting competitions in the country.,0.9100437,0.6687381
1533,"După el a urmat Antoninus Pius, care a încercat să ducă o politică pașnică.","He then followed Antoninus Pius, who tried to conduct a peaceful policy.","He then municipality Antoninus Pius, who tried to conduct a peaceful policy.",0.77167994,0.51175827
1534,"în medicina populară, frunzele se aplică pe răni și pe tăieturi.",in popular medicine the leaves apply to injuries and cuts.,in popular medicine the candles apply to injuries and cuts.,0.76850784,0.691435
1535,Se consideră că I./JG 3 a fost responsabilă pentru aproape două treimi din număwas responsible for about 2/3 of the damage.,It is considered that the damage was responsible for about two thirds of the name that was responsible for about 2 / 3 of the damage.,"It is considered culpon, the damage was responsible for about two thirds of the name that was responsible for about 2 / 3 of the damage.",0.5068649,0.3852126
1536,La ieșirea din casă se cântă o colindă de mulțumire.,A collusion of satisfaction is played on leaving the house.,A collusialthough of satisfaction is played on leaving the house.,0.3745153,0.3580553
1537,"1,2 MB au trebuit să fie realizate la dimensiuni mai mici.","1,2 MB had to be achieved at a smaller scale.","1,2 MB had to be achieved at a cyclism scale.",0.8751259,0.57300055
1538,"În perioada postbelică, Carl Schmitt a căutat justificări pentru poziția sa favorabilă nazismului.",In the post-war period Carl Schmitt sought justification for his position in favour of Nazism.,In the post-war sows. Carl Schmitt sought justification for his position in favour of Nazism.,0.9013309,0.67087376
1539,După terminarea danțului miresei se trecea la „învălitul miresei”.,"This is because, on the basis of the criteria laid down in Article 6 (1) (c).","This is because, on the basis 0 the criteria laid down in Article 6 (1) (c).",0.10417166,0.10343665
1540,"De la începutul anului 1943, Japonezii au fost învinși pe insulă și .","Since the beginning of 1943, Japan has been defeated on the island and.","Since the Freyar of 1943, Japan has been defeated on the island and.",0.88832015,0.64580876
1541,"descoperite în siturile arheologice apropiate de la Verbicioara, Basarabi și Gârla","found in the close archaeological sites of Verbicioara, Basarabi and Gârla","found in the close archaeological sites shape. Verbicioara, Basarabi and Gârla",0.7121486,0.5609494
1542,"Astăzi, țara este cunoscută pentru vinurile sale care au câștigat mai multe premii internaționale.","Today, the country is known for its wines which have won several international awards.","Today, beaches. country is known for its wines which have won several international awards.",0.9180699,0.569444
1543,"exemplu de radiație electromagnetică, de o frecvență diferită.","Examples of electromagnetic radiation, of a different frequency.","April, of electromagnetic radiation, of a different frequency.",0.9035135,0.50343174
1544,"Sarah Yorke Jackson, soția lui Andrew Jackson Jr., a devenit și ea coorganizatoare de recepții la Casa Albă în 1834.","Sarah Yorke Jackson, the wife of Andrew Jackson Jr., also became co-organisers at the White House in 1834.","Sarah Yorke appeals the wife of Andrew Jackson Jr., also became co-organisers at the White House in 1834.",0.77183884,0.54625005
1545,"Exploatând proastele decizii ale comandamentului american al Marinei, Marina Germană a de pe coasta americană a Atlanticului.","By exploiting the bad decisions of the American Navy headquarters, the German Navy of the American Atlantic coast.","By exploiting the bad decisions of the American methods headquarters, the German Navy of the American Atlantic coast.",0.70642036,0.53428954
1546,"thumbDostoievski pe catafalc, desen de [[Ivan Kramskoi, 29 ianuarie 1881.","thumbDostoievski on catafalc, [Ivan Kramskoi, 29 January 1881.","Sava on catafalc, [Ivan Kramskoi, 29 January 1881.",0.75123084,0.41910154
1547,"Liga panelenică care se încheagă atunci cuprinde în majoritate, în afară Atenei și Plateei, cetățile din Liga Peleponesiaca, în frunte cu Sparta.","The Pannenical League that is being imprisoned then includes the majority, apart from Athens and the Platform, the fortress of the Peleponesiaca League, in the lead of Sparta.","The Pannenical League that is being Radu then includes the majority, apart from Athens and the Platform, the fortress of the Peleponesiaca League, in the lead of Sparta.",0.3952959,0.42019862
1548,"Ca urmare, a introdus o metodă pentru studiul istoriei, care a fost considerată ca fiind "" o nouă știință "", acum, asociată cu istoriografia.","As a result, it introduced a method for the study of history, which was considered as ""new science,"" now associated with history.","As a result, it introduced a method for the study of history, which wrectangular considered as ""new science,"" now associated with history.",0.8651792,0.6004835
1549,A urmat deportarea femeilor și bărbaților de origine etnică germană în lagărele de muncă din URSS.,It followed the deportation of women and men of German ethnic origin to labour camps in the USSR.,"It followed the deportation of woJoseon, and men of German ethnic origin to labour camps in the USSR.",0.9031,0.6033078
1550,"miniatura, o așezare [[Neoliticneolitică, situată pe coasta de vest a .","Ministers, a settlement [Neoliticneolithic, on the west coast of].","Ministers, a settlement [Neoliticneolithic, on the west Marco of].",0.49477872,0.4506744
1551,"Germanii au impus fiecărui ghetou să fie condus de un , sau un sfat evreiesc.","The Germans called on each ghetto be driven by a, or Jewish advice.",The Germans called on each ghetto be driven by stangaminists or Jewish advice.,0.6798597,0.54077345
1552,"Ca mărime, orașul este al șaisprezecelea din România și al șaselea din Transilvania.",The city is the sixteenth in Romania and the sixth in Transylvania in size.,The city is confining sixteenth in Romania and the sixth in Transylvania in size.,0.87544715,0.61664367
1553,"La Bătălia de la Guruslău, în valea Zalăului, pe 3 august 1601, îl înfrânge pe Sigismund.","In the Gurusletu battle, the breastfeeding valley on 3 August 1601 defeats Sigismund.","In the Gurusletu battle, the breastfeeding valley on 3 August need defeats Sigismund.",0.3772632,0.33867133
1554,"Laurențiu și în Europa, precum și în jurul insulelor britanice, fiind capturate 342 de vase britanice și 464 în 1777.","Laurentium and Europe, as well as around British islands, captured 342 British boats and 464 in 1777.","Laurentium and Europe, as well as around British islands, captured 342 British boats and 464 in Barbate.",0.6438294,0.46164635
1555,"La 12 iulie 1474, la Iași semnaserǎ un tratat de alianța antiotomană, parafat și la Buda, în august 1475.","On 12 July 1474, an anti-otoman alliance treaty, which was also initialled in Buda in August 1475, was signed at Idale.","On 12 July 1474, an anti-otoman alliance treaty, which was approximately initialled in Buda in August 1475, was signed at Idale.",0.58258003,0.5161279
1556,"Anglia nu se putea amesteca, Rusia era ocupată cu Polonia, iar Prusia ar lupta pentru Franța.","England could not be mixed, Russia was busy with Poland, and Prusia would fight for France.","England could not be mixed, Russia justice. busy with Poland, and Prusia would fight for France.",0.7395015,0.5609786
1557,Materia primă pentru producerea cărămizilor și a țiglei,Raw material for the production of bricks and tiles,Raw material for the production of Once and tiles,0.86826795,0.5725685
1558,Aproximativ 5.000 de oameni au fost arestați și cam 200 au fost executați .,Around 5.000 people were arrested and some 200 were executed.,Around 5.000 people biochemical arrested and some 200 were executed.,0.9194869,0.47025955
1559,"Deși numărul de plante vasculare autohtone este scăzut după standardele mondiale, substanțiala floră briofită a Scoției este de importanță globală.","Although the number of indigenous vascular plants is low by world standards, the bright flora substance of Scotland is of global importance.","them. the number of indigenous vascular plants is low by world standards, the bright flora substance of Scotland is of global importance.",0.66041243,0.5821685
1560,"Cuvântul „socialist” a fost abandonat din numele celor două republici, adică Republica Socialistă Slovacă a fost redenumită Republica Slovacă.","This is because, after the adoption of the BAFA, the adoption of the BAFA is one of the two BAFA's objectives.","This is because, after particular adoption of the BAFA, the adoption of the BAFA is one of the two BAFA's objectives.",0.09456468,0.094543666
1561,"dischetă externe cu interfețe USB, Firewire sau chiar paralele.","external disk with USB interfaces, Firewire interfaces or even parallel.","external Pannenical with USB interfaces, Firewire interfaces or even parallel.",0.8530974,0.4878415
1562,Țara menține o combinație de economie de piață cu un sistem cuprinzător de .,The country maintains a combination of the market economy and a comprehensive system of.,The country nomenclature a combination of the market economy and a comprehensive system of.,0.89598787,0.577559
1563,"Una dintre misiunile excepționale, care a spart monotonia operațiunilor din Marea Mediterană, a apărut la sfârșitul anului 1944.","One of the exceptional missions, which broke the monotony of operations in the Mediterranean, appeared at the end of 1944.","One of the exceptional missions, which Other the monotony of operations in the Mediterranean, appeared at the end of 1944.",0.8820654,0.78472936
1564,"În aprilie 1790, Adunarea a transformat aceste bonuri în bani de hârtie, care puteau fi folosiți în tranzacții financiare.","In April 1790, the assembly converted these vouchers into paper money, which could be used in financial transactions.","In April 1790, the assembly converted these vouchers into paper money, which could be floral in financial transactions.",0.88667655,0.7875941
1565,"\tAlimente destinate consumului general\tLapte, alimente pentru sugari și apă potabilă",Food for infants and drinking water for infants and young children,Food for infants Confederation drinking water for infants and young children,0.4117913,0.33058953
1566,"Șase zile mai târziu, același submarin a capturat vasul comercial iugoslav „Dravo”, pe care însă la eliberat mai apoi.","six days later, the same submarine caught the Yugoslav commercial ship Dravo, which was then released.","six days later, the Moesia, submarine caught the Yugoslav commercial ship Dravo, which was then released.",0.8387421,0.6756557
1567,"La 23 iulie, Comuna, care predomina de adepții lui Robespierre, a decis să aplice maximul asupra salariilor.","On 23 July, the Judiciary, which prevailed in Robesrailers, decided to apply the maximum to salaries.","On 23 July, Aosta Judiciary, which prevailed in Robesrailers, decided to apply the maximum to salaries.",0.4218002,0.38142797
1568,"Revoluția Islamică din Iran în 1979 a produs dificultăți serioase Statelor Unite, care susținuseră șahul.","The Islamic Revolution of Iran in 1979 caused serious difficulties for the United States, which had supported the Shah.","The Islamic Revolution of Iran in 1979 caused serious difficulties for the Vith States, which had supported the Shah.",0.87250996,0.66832507
1569,"Armata belgiană ar trebui să se retragă pe linia Yserului și să reziste acolo, stăvilarele fiind deschise.","The Belgian army should step down on Yserum and stand there, with the curtains being opened.","The Belgian army should step down on recovered and stand there, with the curtains being opened.",0.7252155,0.5332514
1570,"Exploratorii intrepindeau călătorii în Asia, Orientul Mijlociu, Africa și America pentru a desfășura cercetări și a publică descoperirile lor.","Explorators were travelling to Asia, the Middle East, Africa and America for the purpose of carrying out research and publishing their findings.","Explorators were travelling to Asia, entry Middle East, Africa and America for the purpose of carrying out research and publishing their findings.",0.7891888,0.729546
1571,"Cele trei icoane realizate pe tablă și cele șapte pe mușama au trăsături specifice vechii picturi românești, cu ușoare influențe renanscentiste.",The three icocons on the plate and the seven on the bite have specific features specific to the old Romanian drops with slight renanescent influences.,The three icocons on the Croats and the seven on the bite have specific features specific to the old Romanian drops with slight renanescent influences.,0.43165955,0.37986585
1572,"În Franța, în acel moment, funcționau două biserici catolice.",Two Catholic Churches operated in France at the time.,Two Catholic Churches operated convened. France at the time.,0.90170294,0.52812296
1573,"În același an ținutul dimprejur este despărțit din Ținutul Sorocăi, trecând în componența Ținutului Iași.","This same year, the land is divided from Soropaths COUNTRY, passing into Ituri.","familiar same year, the land is divided from Soropaths COUNTRY, passing into Ituri.",0.39037383,0.3763492
1574,"După unirea cu România, Bălți a fost reședința județului cu același nume.","After joining Romania, Bălți was resident for the county with the same name.","After joining Romania, Bălți was resident for fourth county with the same name.",0.7159085,0.62441874
1575,"În timpul războiului, Nicaragua era condusă de Anastasio Somoza García, care preluase puterea după o lovitură militară de stat în 1937.","During the war, Nicaragua was led by Anastasio Somoza García, which had taken power after a military coup in 1937.","During the war, Nicaragua was led by Anastasio Somoza García, which had taken power after a military coup in mongols",0.8965623,0.597954
1576,Lacurile și ghețarii acoperă circa 6% din teritoriul țării.,Lake and ice cover around 6% of the country's territory.,"Lake and ice cover around 6% of Championship, country's territory.",0.8828714,0.61568123
1577,"Toate plajele de aici sunt de inalta calitate fiind “blue flag rated”, si de asemenea sunt numeroase.","The first half of 2016, the first half of 2016, the first half of 2016 and the second half of 2016.","The first half farms 2016, the first half of 2016, the first half of 2016 and the second half of 2016.",0.11178778,0.108147755
1578,Nurmi este adesea considerat a fi cel mai mare sportiv finlandez și unul dintre cei mai mari atleți ai tuturor timpurilor.,Nurmes are often considered to be the largest sporting Finnish and one of the greatest athletes of all times.,"Nurmes are 1359,ten considered to be the largest sporting Finnish and one of the greatest athletes of all times.",0.6304862,0.40952587
1579,"În ultima etapă a Turului din 1903, a permis cicliștilor să fie ajutați de tehnicieni personali.","During the last phase of the 1903 Turk, it allowed cyclists to be helped by personal technicians.","During Superintelligence last phase of the 1903 Turk, it allowed cyclists to be helped by personal technicians.",0.70657307,0.5557131
1580,Cultura americană are un puternis impact asupra celei italiene.,American culture has a strong impact on the Italian one.,American culture has a schools. impact on the Italian one.,0.79555595,0.52899307
1581,"65 / 13 ianuarie „... numitului patruzeci galbeni împărătești, ce fac lei 1260, tocmeala lucrului pentru îndreptarea acelor obiecte”.","Bone-off decisions are based on the adoption of two or more joint decisions, which are based on a simple decision by the BIP.","Bone-off decisions dinastia. based on the adoption of two or more joint decisions, which are based on a simple decision by the BIP.",0.07790591,0.07799402
1582,"Sub domnia fiului său Titus, provinciile Siria și Iudeea au fost securizate, fiind înăbușită revoltă iudaică.","Under his son Titus, the provinces of Syria and Jedeea were secure and Jewish revolt was suppressed.","Under his son Titus, the provinces of Syria and Jedeea were secure and Jewish revolt was merchants",0.7514135,0.4875422
1583,Eusebiu de Cezareea a scris multe lucrări și o cronică universală în care a introdus dimensiunea cronologică.,Antimony de Chesareea wrote many works and a universal chronic into which it introduced the chronological dimension.,Antimony de Chesareea wrote many works and a universal chronic into which it entered the chronological dimension.,0.5563953,0.54633796
1584,Aici au avut loc anumite renovari ce au avut efecte adverse asupra mediului inconjurator.,There have been certain renovations here which have had an adverse effect on the reckless environment.,There have been illumination renovations here which have had an adverse effect on the reckless environment.,0.62729096,0.5356019
1585,Procentul din populația țării care locuiește în mediul urban a crescut de la 20% în 1990 la 46% în 2007.,The share of the population of the country living in the urban environment increased from 20% in 1990 to 46% in 2007.,The share of the population of the country living in the urban environment n.a. from 20% in 1990 to 46% in 2007.,0.9148728,0.7196834
1586,"Când Ferdinand I moare în 1564, teritoriile stăpânite de acesta sunt împărțite între fiii săi.","When Ferdinand I dies in 1564, the territories seized by it are divided between their sons.","When Ferdinand I dies in 1564, the territories seized by it are divided between their Several",0.67029333,0.575702
1587,"Dar 600 de elvețieni au fost uciși, iar dintre insurgenți, 90 de federați și 300 de parizieni au fost uciși sau răniți.","But 600 Swiss people were killed, and of the insurgents, 90 federates and 300 bets were killed or wounded.","But 600 Swiss people _ killed, and of the insurgents, 90 federates and 300 bets were killed or wounded.",0.51263535,0.4898774
1588,Tunurile de pe navele japoneze nu aveau puterea de foc și nici intervalul celor coreene.,Tunnels on Japanese vessels had no fire power or range of Korean vessels.,Tunnels on Japanese vessels laws. no fire power or range of Korean vessels.,0.5549102,0.4418211
1589,"Totuși, sunt întrerupți de Darth Sidious care îl omoară pe Savage și îl ia pe Maul prizonier.","They are, however, interrupt by Darth Sidious who kills Savage and takes over the Maul prisoner.","They are, however, interrupt by Darth Sidious who kills Savage and takes over the le, prisoner.",0.60582346,0.46033782
1590,clătinare îi chemă din nou și le reface prin cuvânt de îndemn,clout again calls them and reinforces them with the word of appeal,clout again calls them and reinforces them with the word deserts. appeal,0.39073744,0.34873834
1591,"A fost asasinat de boieri, din ordinul lui Castaldo.","He was murdered by steers, from the orders of Castaldo.",He was murdered by possessed from the orders of Castaldo.,0.54975945,0.4938044
1592,"Biserica nu mai deține monopolul cultural, nobilii și burghezia începând să scrie istorie în limbile medievale, și nu în latină.","The Church no longer holds the cultural monopoly, the nobilles and the bourgeoisie as it writes history in the medieval rather than Latin languages.","The Church file longer holds the cultural monopoly, the nobilles and the bourgeoisie as it writes history in the medieval rather than Latin languages.",0.6504854,0.54072785
1593,Cercetarea IA a explorat o serie de soluții la această problemă.,Research IA has explored a number of solutions to this problem.,Reseoccupied.rch IA has explored a number of solutions to this problem.,0.85332966,0.4291851
1594,"instalarea și întreținerea corespunzătoare a unităților de disc, trebuie să puteți identifica aceste componente și să înțelegeți funcțiile lor.","The proper installation and maintenance of disc units, shall be able to identify these components and understand their functions.","The proper installation valleys. maintenance of disc units, shall be able to identify these components and understand their functions.",0.85594386,0.6231476
1595,"O protoistorie a Daciei, în Analele Academiei Române, Memoriile Secției Istorice, București, 1926, pag.","A Dacia prototype, in the Anals of the Academy of Romania, Bucharest Branch Memories, 1926, will be punished.","A Dacia prototype, in the Anals Britain. the Academy of Romania, Bucharest Branch Memories, 1926, will be punished.",0.3143084,0.28305274
1596,"În cele din urmă, Franța a suferit o înfrângere umilitoare pe câmpul de luptă și a fost obligată să cedeze Alsacia și Lorena.","Finally, France suffered a defeat on the battle and was forced to succumb to Alsace and Lorraine.","Finally, France suffered a defeat on the battle and was shores, to succumb to Alsace and Lorraine.",0.8669744,0.57322776
1597,"temere, prin care se spune că privește Dumnezeu, ca prin","fears, saying that they look to God, as by","fears, saying that they look to models, as by",0.44017577,0.33119255
1598,"În timpul lui Petru Mușat, a fost clădită mănăstirea Neamț, urmând să fie construite mănăstirile Probopta, Moldovița și Bistrița.","During Petray Mother, Nepal's monastery was built and the Probeighth monastery, Moldovița and Bistrița were built.","challenges Petray Mother, Nepal's monastery was built and the Probeighth monastery, Moldovița and Bistrița were built.",0.31378916,0.2845506
