,original,translation,perturbed1,tq1,p1tq,perturbed2,p2tq
1675,Arabia Saudită și Sudan au contribuit de asemenea cu anumite trupe.,Saudi Arabia and Sudan have also contributed certain troops.,Saudi Arabia and Sudan have also vinted certain troops.,0.90160716,0.65056735,Saudi Arabia and Sudan have also contributed certain troops. resumed,0.6556936
1676,", fratele mai mare al lui Alfred Dreyfus, era convins de nevinovăția condamnatului.",", larger brother of Alfred Dreyfus, was convinced of the innocent convicted.",", larger brother of Alfred Dreyfus, was convinced of the noise convicted.",0.6308096,0.45207796,", larger brother of Alfred Dreyfus, was convinced of the innocent convicted. Hussein's",0.5165779
1677,"Pe 10 aprilie, Anglia și Franța repetat cererea adresată Olandei pentru alăturarea acestei din urmă la efortul de război aliat.","On 10 April, England and France repeated their request to the Netherlands to join the allied war effort.","On 10 April, England and France repeated their request to the armies, to join the allied war effort.",0.8730574,0.7738778,"On 10 April, England and France repeated their request to the Netherlands to join the allied war effort. RC",0.8124679
1678,"Garnizoanele și facilitățile de peste mări sunt întreținute în , , , , , , , , , , Qatar și Singapore.","Guarantors and overseas facilities are maintained in, or at, the level of, Qatar, Qatar and Singapore.","Guarantors and overseas facilities club maintained in, or at, the level of, Qatar, Qatar and Singapore.",0.528318,0.4809796,"Guarantors and overseas facilities are maintained in, or at, the level of, Qatar, Qatar and Singapore. Romanovici",0.44586638
1679,Profilul a crescut în Irlanda datorită întrecerilor anuale cu reguli mixte ce se desfășoară între Australia și Irlanda.,The profile has increased in Ireland due to annual reviews with mixed rules taking place between Australia and Ireland.,The profile has increased in Ireland due to annual reviews with mixed rules taking exploitation between Australia and Ireland.,0.76063037,0.579708,The profile has increased in Ireland due to annual reviews with mixed rules taking place between Australia and Ireland. division's,0.66559166
1680,"În același timp, sârbii au avut pierderi importante — peste 15.000 de oameni morți, răniți sau luați prizonieri.","At the same time, the Serbs made large losses over 15 000 dead, injured or take prisoners.","At the same time, the Serbs made large losses Atlantic 15 000 dead, injured or take prisoners.",0.7346454,0.68363845,"At the same time, the Serbs made large losses over 15 000 dead, injured or take prisoners. """,0.7277996
1681,"În 2009, un sondaj a relevat faptul că 78% din croați afirmă că cunosc cel puțin o limbă străină.","In 2009, a survey revealed that 78% of Croats claim to be aware of at least one foreign language.","In 2009, a survey revealed b 78% of Croats claim to be aware of at least one foreign language.",0.9286509,0.85584104,"In 2009, a survey revealed that 78% of Croats claim to be aware of at least one foreign language. investment",0.8706622
1682,"În vara anului 410, vizigoții la comanda lui Alaric I au jefuit Roma.","In the summer of 410, Alaric I visited Rome.","In the summer of 410, Alaric I Craiova Rome.",0.5222693,0.40755206,"In the summer of 410, Alaric I visited Rome. tables",0.44704846
1683,"La începutul anului 2017, în Slovenia existau circa 114.438 de persoane cu o cetățenie străină, care reprezentau 5,5% din populația totală.","As of the beginning of 2017, there were around 114.438 persons with a foreign nationality who represented 5,5% of the total population in Slovenia.","As of the beginning of 2017, there were around 114.438 persons with a foreign nationality who represented 5,5% of the referendum population in Slovenia.",0.9100316,0.77817976,"As of the beginning of 2017, there were around 114.438 persons with a foreign nationality who represented 5,5% of the total population in Slovenia. Robeschinre",0.6607559
1684,"Despre coifurile romane din această perioadă știm faptul că cel mai răspândit model era coiful Montefortino, cu calotă înaltă și vârf rotund.",We know about Roman coffs at this time that the most widespread model was Montefortino's cake with a round-top and high cap.,We know newspaper's Roman coffs at this time that the most widespread model was Montefortino's cake with a round-top and high cap.,0.468056,0.36325005,We know about Roman coffs at this time that the most widespread model was Montefortino's cake with a round-top and high cap. organised,0.42338622
1685,Au cerut ca regele să fie adus înapoi în capitală.,They called for king to be brought back to the capital.,They called for king to be brought back to the Hands,0.8775021,0.64493483,"They called for king to be brought back to the capital. land,",0.6366293
1686,"Prima atestare documentară a denumirii Austria datează în 996, când apare termenul Ostarrichi, care va deveni Österreich.","The first documentary attestation of the Austrian name dates back to 996, when the term Ostarrichi appears, which will become Österreich.","The first documentary attestation of the Austrian name dates back to 996, when the term Ostarrichi appears, which will become built",0.8584045,0.65544575,"The first documentary attestation of the Austrian name dates back to 996, when the term Ostarrichi appears, which will become Österreich. day.",0.739014
1687,"Prin urmare, Hosokawa Tadaoki a pornit spre Jinju cu o armată mare.","Accordingly, Hosokawa Tadaoki started towards Jinju with a large army.",monk Hosokawa Tadaoki started towards Jinju with a large army.,0.8570891,0.50276107,"Accordingly, Hosokawa Tadaoki started towards Jinju with a large army. elected",0.61711794
1688,"În trecut, se întâlneau frecvent elefanți cu colți cântărind peste , dar astăzi rareori se întâlnesc unii de peste .","In the past, elephants often meet with tweezers weighing over, but today rarely meet each other over and over.","In the past, elephants often meet with tweezers weighing Republic, but today rarely meet each other over and over.",0.4744999,0.42593598,"In the past, elephants often meet with tweezers weighing over, but today rarely meet each other over and over. evident,",0.44059563
1689,"Prima societate care a semnat un contract ce stipula permisiunea de a preceda cicliștii a fost compania producătoare de ciocolată, Menier.",The first company to sign a contract which stipulated permission to precede cyclists was the chocolate company Menier.,The first company to sign a contract which stipulated permission to precede cyclists was March. chocolate company Menier.,0.866222,0.6229053,The first company to sign a contract which stipulated permission to precede cyclists was the chocolate company Menier. expression,0.83374655
1690,"Nicolae II a renunțat la acesta la data de 25 decembrie 1916, recunoscând suveranitatea Regatului Polonez.","Nicolae II gave up on 25 December 1916, recognising the sovereignty of the Kingdom of Poland.","Nicolae II 240. up on 25 December 1916, recognising the sovereignty of the Kingdom of Poland.",0.7805726,0.47921807,"Nicolae II gave up on 25 December 1916, recognising the sovereignty of the Kingdom of Poland. conspiration.",0.6217004
1691,"Pe 7 iulie 1937, incidentul de la podul Marco Polo a declanșat un război în toată puterea cuvântului între cele două state.","On 7 July 1937, the incident on the Marco Polo bridge triggered a war in all power between the two states.","On 7 July 1937, Memories, incident on the Marco Polo bridge triggered a war in all power between the two states.",0.7517022,0.5349853,"On 7 July 1937, the incident on the Marco Polo bridge triggered a war in all power between the two states. everyday",0.6737207
1692,"În fruntea societății era aristocrația formată din clerici și laici, alcătuind categoriile privilegiate.","At the head of the company was aristocracy of clerics and lakes, making up privileged categories.","At the head Jabba's the company was aristocracy of clerics and lakes, making up privileged categories.",0.46520114,0.36523914,"At the head of the company was aristocracy of clerics and lakes, making up privileged categories. Ukraine.",0.4387786
1693,rațiunile adevărate și atotgenerale ale Providenței și,genuine and all-general reasons for providing this information; and,genuine and all-general medicinal for providing this information; and,0.4256072,0.29795924,genuine and all-general reasons for providing this information; and missions.,0.4685339
1694,"Clima Finlandei este potrivită pentru cultivarea cerealelor doar în sudul extrem, în vreme ce în nord se poate practica doar creșterea animalelor.","Finland's climate is only suited to growing cereals in the extreme south, while in the north only livestock husbandry can be practised.","port climate is only suited to growing cereals in the extreme south, while in the north only livestock husbandry can be practised.",0.879509,0.61700946,"Finland's climate is only suited to growing cereals in the extreme south, while in the north only livestock husbandry can be practised. Parliament,",0.7303336
1695,Constituția acordă șefului executivului prerogativa de a fi comandantul suprem al armatei și al forțelor navale.,The constitution gives the executive head the power to be the supreme commander of the army and the naval forces.,The constitution gives the executive head the power to be the supreme commander of the army and the aristocracy forces.,0.88925886,0.60910904,"The constitution gives the executive head the power to be the supreme commander of the army and the naval forces. handicrafts,",0.63488
1696,Divizia I Chasseurs Ardennais nu a primit astfel comanda de retragere.,Division I Chasseurs Ardennais thus did not receive the order of withdrawal.,Division I Chasseurs Ardennais thus did medicine receive the order of withdrawal.,0.77912426,0.5884603,"Division I Chasseurs Ardennais thus did not receive the order of withdrawal. consequence,",0.67780286
1697,Mussolini a cerut în acest moment ca Divizia Cosseria să atace în forță și să înainteze indiferent de pierderi.,Mussolini has now called for the Cosset to attack and move forward regardless of the loss.,Mussolini has now called for the Cosset to attack and move forward regardless of the manoeuvre,0.49996614,0.43932912,Mussolini has now called for the Cosset to attack and move forward regardless of the loss. fashion.,0.44044143
1698,"Rutele, atât cele interne, cât și internaționale, sunt deservite de mai mult de 100 de companii de autobuze, dintre care cele mai mari sunt și .","As regards the compatibility of the aid with the internal market under Article 107 (3) (c) of the Treaty, the Commission notes that the following cumulative conditions are met:","As regards pipelines compatibility of the aid with the internal market under Article 107 (3) (c) of the Treaty, the Commission notes that the following cumulative conditions are met:",0.08699204,0.09269811,"As regards the compatibility of the aid with the internal market under Article 107 (3) (c) of the Treaty, the Commission notes that the following cumulative conditions are met: Ezra",0.08806135
1699,"Dreyfus nu a fost condamnat la moarte, pedeapsa capitală fiind abolită pentru crime politice încă din 1848.","Dreyfus has not been sentenced to death, with the death penalty abolished for political crimes since 1848.","Dreyfus has age been sentenced to death, with the death penalty abolished for political crimes since 1848.",0.8730078,0.65197664,"Dreyfus has not been sentenced to death, with the death penalty abolished for political crimes since 1848. Ion",0.75832194
1700,"Unele echipamente mai vechi, precum procesoarele de text Wang,","Some older equipment such as Wang text processors,","absence older equipment such as Wang text processors,",0.9000124,0.6243436,"Some older equipment such as Wang text processors, met.",0.7071313
1701,Închiderea fabricilor naționalizate a devenit un nou mijloc de represiune a grevelor.,The closure of nationalised factories has become a new means of repression of strikes.,The closure Guam. nationalised factories has become a new means of repression of strikes.,0.89789844,0.58370733,"The closure of nationalised factories has become a new means of repression of strikes. Father,",0.67258817
1702,"A murit la 2 iulie 1504, înmormântat la Mănăstirea Putna.","He died on 2 July 1504, buried in the monastery of Putna.","He died elephant. 2 July 1504, buried in the monastery of Putna.",0.85179925,0.3890332,"He died on 2 July 1504, buried in the monastery of Putna. Caracal,",0.49462923
1703,"Aceasta a fost înlocuitǎ în mare măsură cu plastic mai ieftin și mai flexibil , cum ar fi polistiren, PVC, nailon.","It has been largely replaced by cheaper and more flexible plastic, such as polystyrene, PVC, nylon.","It has been largely replaced by cheaper and fantastic flexible plastic, such as polystyrene, PVC, nylon.",0.8790288,0.73529905,"It has been largely replaced by cheaper and more flexible plastic, such as polystyrene, PVC, nylon. monopoly,",0.64697623
1704,"Băncilă a ilustrat în operele acestei perioade nu numai răscoalele țărănești din 1907, ci și condițiile mizere ale răsculaților.",The banks have illustrated not only the shoreline injuries of 1907 but also the misgivings of the seedlings in the works of this period.,The banks have illustrated not only the shoreline injuries flowering 1907 but also the misgivings of the seedlings in the works of this period.,0.30225927,0.27767485,The banks have illustrated not only the shoreline injuries of 1907 but also the misgivings of the seedlings in the works of this period. disease.,0.2850209
1705,"Pe 1 aprilie, capitala Asmara a fost declarată „oraș deschis”.","Bone on 1 April, the capital of Asmara was declared open city.","Bone on 1 April, the capital of Asmara was Freedom open city.",0.6425466,0.4750088,"Bone on 1 April, the capital of Asmara was declared open city. consistently",0.5492893
1706,Ea a fost aleasă pentru a reprezenta diferite organizații evreiești iar artiștii sioniști au inclus diverse forme ale candelabrului în operele lor.,"She was chosen to represent various Jewish organisations, and artists in the Scannabis included various forms of candelis in their works.","She was chosen to represent promised Jewish organisations, and artists in the Scannabis included various forms of candelis in their works.",0.59242576,0.48910043,"She was chosen to represent various Jewish organisations, and artists in the Scannabis included various forms of candelis in their works. aristocratic",0.53620076
1707,"Electoratul radicalilor era compus din burghezimea mică și mijlocie și în mică parte, din țărănime.",The radical electorate consisted of the small and medium-sized and small part of the shore.,The radical character consisted of the small and medium-sized and small part of the shore.,0.46508443,0.3832851,The radical electorate consisted of the small and medium-sized and small part of the shore. improvements,0.41883257
1708,Pierderile de la Keren au fost ridicate în ambele tabere.,The losses in Keren were lifted on both sides.,The losses in Keren were lifted on both identify,0.7379851,0.59891474,The losses in Keren were lifted on both sides. thumb220x220px,0.68673974
1709,Provincia era formată din mai multe sate cu sfaturi ale bătrânilor.,The Province consisted of several villages with advice from the elderly.,The practise consisted of several villages with advice from the elderly.,0.8548686,0.6180378,The Province consisted of several villages with advice from the elderly. 40,0.8302208
1710,"În plus, mutarea producției în noi locații a creat probleme de înzestrare a unităților de producție cu utilaje noi.","In addition, moving production to new locations has created problems to equip production units with new machinery.","Venetian addition, moving production to new locations has created problems to equip production units with new machinery.",0.9056236,0.51303375,"In addition, moving production to new locations has created problems to equip production units with new machinery. bystanders",0.6243152
1711,Retragerea prin munții Albaniei a fost o operație dificilă.,Withdrawal through the mountains of Albania was a difficult operation.,"Withdrawal through the mountains of Albania was a COUNTRY, operation.",0.8562329,0.51303166,Withdrawal through the mountains of Albania was a difficult operation. pilots,0.6407921
1712,Elefanții erau adesea greu de ilustrat de oameni care nu îi văzuseră în carne și oase.,The elephants were often difficult to illustrate by people who had not seen them in meat and bone.,"The elephants were often difficult to illustrate by France, who had not seen them in meat and bone.",0.8549207,0.56974345,The elephants were often difficult to illustrate by people who had not seen them in meat and bone. seats,0.62548965
1713,Aici se poate invata despre trecutul regiunii Asturias.,This is where we can invent the past of Asturias.,135 is where we can invent the past of Asturias.,0.5633836,0.44804263,This is where we can invent the past of Asturias. Standing,0.46164376
1714,Rata înscrierilor la școlile primare este de 100%.,The entry rate in primary schools shall be 100%.,The entry rate in primary schools shall be dominance,0.8187107,0.543315,The entry rate in primary schools shall be 100%. hub,0.7649737
1715,"Similar, guvernul reducea controlul forțelor sociale tradiționale asupra învățământului superior și asupra corpului ofițeresc.","Likewise, the Government reduced the control of traditional social forces over higher education and the officer's body.","Likewise, the Government reduced the control of traditional social forces over higher education and the Sofists body.",0.84308946,0.6154849,"Likewise, the Government reduced the control of traditional social forces over higher education and the officer's body. polystyrene,",0.6899919
1716,"Ca operă arhitecturală, din vremea lui Mircea datează numai biserica cea mare de la Cozia.","As an architectural work, from Mircea's time only dates back to the big church at Cosia.","As an architectural work, from Mircea's time only dates retailers to the big church at Cosia.",0.5663112,0.42433393,"As an architectural work, from Mircea's time only dates back to the big church at Cosia. hegemonia,",0.45005727
1717,; Monumentul Eroilor din Primul și Al Doilea Război Mondial,; Monument of errors in First and Second World War,; Monument of errors in First and Spanish World War,0.451492,0.40727505,; Monument of errors in First and Second World War morals,0.36238697
1718,"În 131, Împăratul Hadrian a redenumit Ierusalimul „Aelia Capitolina” și a construit un Templu al lui Jupiter pe locul fostului templu israelit.","Back to 131, the Hadrian side renamed Jerusalem Aelia Capitolina, and built a Jupiter's Topple on the back of the former Israeli temple.","Back to 131, the Hadrian side renamed Jerusalem Aelia Capitolina, and built a Jupiter's Topple on the back Balogh. the former Israeli temple.",0.4220448,0.39321235,"Back to 131, the Hadrian side renamed Jerusalem Aelia Capitolina, and built a Jupiter's Topple on the back of the former Israeli temple. looked",0.41930872
1719,"Republica continua rezistență, dar fără a reuși să întoarcă soarta razboului.","The Republic continues resistance, but without being able to return to the fate of the razor.","The Republic continues resistance, but without being able Bistrița return to the fate of the razor.",0.4983706,0.3984958,"The Republic continues resistance, but without being able to return to the fate of the razor. Pyongyang",0.4541113
1720,Asigurările pentru daunele asupra proprietăților au fost confiscate de guvern.,The property damage insurance was confiscated by the government.,The property damage insurance was Treblinka. by the government.,0.88862526,0.36782432,The property damage insurance was confiscated by the government. red-bulleted,0.49175945
1721,"Cele mai cunoscute păsări care vin aici să se împerecheze sunt pitulicea fluierătoare, cinteza și .","The most common birds coming in are the whistle-blowing, quintthesis and.","The most common birds coming in are the whistle-blowing, quintthesis in,",0.4653423,0.41300708,"The most common birds coming in are the whistle-blowing, quintthesis and. Yoda",0.43964067
1722,"Stilul ales a rămas la rădăcinile puritane și transilvănene, astfel clădirea face o aluzie la vechile biserici fortificate.","The chosen style remained at purified and transillivian roots, thus making the building allusion to the old fortified church.","The chosen style remained at purified and obtaining roots, thus making the building allusion to the old fortified church.",0.62149704,0.43335527,"The chosen style remained at purified and transillivian roots, thus making the building allusion to the old fortified church. countryside,",0.55226594
1723,acest tip sunt lupta dintre Jerry Lawler și Terry Funk și meciul pentru titlul WWF World Title dintre Mankind și The Rock.,The security system shall comply with the requirements set out in this Title and shall comply with the requirements set out in this Title.,The security system shall comply with the requirements set out in slipping. Title and shall comply with the requirements set out in this Title.,0.10110137,0.11737673,The security system shall comply with the requirements set out in this Title and shall comply with the requirements set out in this Title. shoulders.,0.10631046
1724,"Reputația sa a suferit după anii 1970, mai ales din cauza rolului său în deportarea indienilor.","His reputation suffered after the 1970s, particularly because of his role in the deportation of the Indians.","His reputation suffered after the 1970s, Lukashenka because of his role in the deportation of the Indians.",0.9007291,0.57965875,"His reputation suffered after the 1970s, particularly because of his role in the deportation of the Indians. ordered",0.69016236
1725,"În afara marilor orașe metropolitane, doar un număr restrâns de magazine își permiteau să servească exclusiv un anumit tip de clientelă.","Apart from the large metropolitan cities, only a limited number of shops allowed themselves to serve a certain type of customer only.",Apart from the large metropolitan Greek. only a limited number of shops allowed themselves to serve a certain type of customer only.,0.8739355,0.62012297,"Apart from the large metropolitan cities, only a limited number of shops allowed themselves to serve a certain type of customer only. dropping",0.64328206
1726,Somalia Italiană a fost trecută sub administrația militară britanică pentru restul războiului.,Somalia Italy was put under British military administration for the rest of the war.,Somalia Italy was 1848. under British military administration for the rest of the war.,0.7498468,0.49756825,Somalia Italy was put under British military administration for the rest of the war. days,0.70851344
1727,Divizia franceză a fost obligată să se retragă cu doar trei tancuri rămase în stare de funcționare.,The French division was obliged to withdraw with only three tanks remaining in operation.,The French division was obliged to withdraw with only Hannut tanks remaining in operation.,0.88895065,0.62201667,The French division was obliged to withdraw with only three tanks remaining in operation. colonised,0.5997334
1728,În 1927 se putea urca din Valea Orașului către orașul modern prin 14 vaduri.,"In 1927, it was possible to climb from the City Valley to the modern city through 14 vadages.","In 1927, it was possible to climb from writing City Valley to the modern city through 14 vadages.",0.75229025,0.57257354,"In 1927, it was possible to climb from the City Valley to the modern city through 14 vadages. measure",0.70734197
1729,Intrarea în formație a bombardierelor Do 17s și Ju 88 din KG 76 a fost mai dificilă.,The entry into formation of Do 17s and Ju 88 bombardors in KG 76 was more difficult.,The entry into formation of Do 17s and Ju 88 bombardors in KG 76 autonomous. more difficult.,0.8710884,0.605364,The entry into formation of Do 17s and Ju 88 bombardors in KG 76 was more difficult. masters',0.59715074
1730,"Majoritatea au flori unisexuate, dispuse monoic sau dioic; florile mascule sunt așezate în amenți, iar cele femele alcătuiesc inflorescențe diverse.","Most of them have single, single-arranged or dioic flowers; the masters' flowers are placed in fines, and the females make up various inflorescences.","Most of them have shared single-arranged or dioic flowers; the masters' flowers are placed in fines, and the females make up various inflorescences.",0.44527864,0.44701582,"Most of them have single, single-arranged or dioic flowers; the masters' flowers are placed in fines, and the females make up various inflorescences. Appeal",0.44527864
1731,"Șeful statului portughez este , ales pe mandat de cinci ani prin vot universal direct.",The Portuguese Head of State shall be elected for a term of five years by direct universal suffrage.,The Portuguese Head of State shall flower elected for a term of five years by direct universal suffrage.,0.6053754,0.51645726,The Portuguese Head of State shall be elected for a term of five years by direct universal suffrage. Professor,0.58159477
1732,Pierderile norvegiene și aliate din această campanie au numărat aproximativ 6.600 soldați.,The Norwegian and allied losses in this campaign counted approximately 6.600 soldiers.,"The Norwegian and allied losses in this campaign 5,5% approximately 6.600 soldiers.",0.9149894,0.67071205,The Norwegian and allied losses in this campaign counted approximately 6.600 soldiers. name,0.82300466
1733,"Scotland Office este condus de către , care face parte din ; în exercițiu este .","Scotland Office is headed, which is part of the financial year.","Israelis Office is headed, which is part of the financial year.",0.49018037,0.33580077,"Scotland Office is headed, which is part of the financial year. crews,",0.48556554
1734,experiențe și trăiri proprii ce se doresc împărtășite exemplar.,own experiences and living to be shared exemplary.,own experiences and living to be legs exemplary.,0.67554486,0.39783117,own experiences and living to be shared exemplary. Jan,0.5844675
1735,"La 10 iunie, Italia a invadat Franța, declarând război atât Franței cât și Regatului Unit.","On 10 June, Italy invaded France, declaring war on both France and the United Kingdom.","On 10 June, Italy invaded subsoil, declaring war on both France and the United Kingdom.",0.90646714,0.70183986,"On 10 June, Italy invaded France, declaring war on both France and the United Kingdom. natural",0.8378464
1736,"a apărut la Huddersfield, West Yorkshire în 1895 și se joacă în general în .","appeared in Huddersfield, West Yorkshire in 1895 and is playing in general.",appeared in locomotives West Yorkshire in 1895 and is playing in general.,0.81806636,0.4834555,"appeared in Huddersfield, West Yorkshire in 1895 and is playing in general. baseps,",0.6260132
1737,"Au fost ocupate principalele orașe, deci nu se dorea chiar crearea unei colonii permanente.","The main cities were occupied, so they did not even want to create a permanent colony.","The mAuthorityin cities were occupied, so they did not even want to create a permanent colony.",0.8650854,0.49056703,"The main cities were occupied, so they did not even want to create a permanent colony. union.",0.7159708
1738,"În ciuda solicitărilor Parlamentului Irlandei de Nord, guvernul central nu a declarat înrolarea în masă în regiune.","Despite the demands of the Northern Ireland Parliament, the central government has not declared mass enrolment in the region.","Despite ammunition, demands of the Northern Ireland Parliament, the central government has not declared mass enrolment in the region.",0.88794506,0.55941916,"Despite the demands of the Northern Ireland Parliament, the central government has not declared mass enrolment in the region. hexagonal",0.67563784
1739,Oastea Română a intrat în Bulgaria pentru a opri această nelegiuire.,Oastea RomWoentered Bulgaria to stop this illegitimacy.,Oastea RomWoentered Bulgaria to pedestrian this illegitimacy.,0.5491126,0.4298961,Oastea RomWoentered Bulgaria to stop this illegitimacy. standards.,0.5078872
1740,asemenea ca toată străduința să le fie să nu dea sufletului,so that all the effort is not to give them the soul.,so that all the effort is not Inter-war give them the soul.,0.5839989,0.37349477,so that all the effort is not to give them the soul. sketch,0.47441193
1741,Expansiunea începe imediat după alungarea ultimului rege.,The pressure shall start immediately after the last king has been elongated.,The pressure guaranteeing start immediately after the last king has been elongated.,0.53203446,0.43116343,The pressure shall start immediately after the last king has been elongated. memo,0.46955857
1742,"Rezultatul a fost Actul de Mediere, care a restaurat în mare parte autonomia Elveției, introducând o confederație de 19 cantoane.","The result was the Mediation Act, which largely restored Switzerland's autonomy, introducing a 19-cantoons confederation.","The result was the cheaper Act, which largely restored Switzerland's autonomy, introducing a 19-cantoons confederation.",0.7856621,0.6829853,"The result was the Mediation Act, which largely restored Switzerland's autonomy, introducing a 19-cantoons confederation. time-consuming",0.69636756
1743,În partea dreaptă a schiței sunt figurate niște forme care sugerează clădirile unei intreprinderi.,On the right side of the sketch there are some forms which suggest an intress building.,On the Palats side of the sketch there are some forms which suggest an intress building.,0.7368297,0.5311438,On the right side of the sketch there are some forms which suggest an intress building. prosecutions,0.5078798
1744,"În prezent, Rusia a finalizat [[Sistem de navigație prin satelit_sistemul de navigație prin satelit]] [[GLONASS]].","Currently, Russia has completed [[Satellite Navigation System _ Satellite Navigation System]] [GLONASS].","Currently, Russia has completed standards, Navigation System _ Satellite Navigation System]] [GLONASS].",0.87269443,0.6809115,"Currently, Russia has completed [[Satellite Navigation System _ Satellite Navigation System]] [GLONASS]. 1937,",0.71738946
1745,"Fiecare cruce are câte o coroană de frunziș de brad, atârnată de brațele ei întoarse.",Each cross has a crown of brain leaf attached to its arms returned.,Each cross has a crown of testing leaf attached to its arms returned.,0.4354794,0.4302094,"Each cross has a crown of brain leaf attached to its arms returned. 1764,",0.38084042
1746,"În timpul luptelor aeriene, RAF și USAAF au produs germanilor pierderi importante în oameni și aparate de zbor.","During airfighting, RAF and USAAF caused severe human and flight equipment losses to Germans.",During fibule RAF and USAAF caused severe human and flight equipment losses to Germans.,0.88694143,0.6261316,"During airfighting, RAF and USAAF caused severe human and flight equipment losses to Germans. attestation",0.661989
1747,Înaltul Comandament German a considerat la început că neutralitatea Norvegiei este convenabilă pentru Reich.,The German High Command considered at the beginning that Norway's neutrality was convenient for Reich.,The German High Command considered at the beginning conspirators' Norway's neutrality was convenient for Reich.,0.89547306,0.58872783,The German High Command considered at the beginning that Norway's neutrality was convenient for Reich. spongy,0.66075915
1748,A fost înmormântat în Catedrala Sfântul Mihail din Alba Iulia.,He was buried in the Catedrala of Saint Mikhail in Alba Iulia.,He was buried in the Catedrala of catch. Mikhail in Alba Iulia.,0.6901046,0.5520809,He was buried in the Catedrala of Saint Mikhail in Alba Iulia. brings,0.539163
1749,"În momentul organizării alegerilor pentru Parlamentul de la Frankfurt, ele urmau să aibă loc și în Țările Cehe.","When Parliament's elections in Frankfurt were held, they were also to be held in the Czech countries.","When Parliament's elections in grant were held, they were also to be held in the Czech countries.",0.8624712,0.621447,"When Parliament's elections in Frankfurt were held, they were also to be held in the Czech countries. shoot",0.7964742
1750,are pe Domnul tărie și laudă.554 Cel ce cunoaște meșteșugurile,he has Mr forcefully and comfortable 554 who knows about the craftspeople,he has Mr forcefully and King 554 who knows about the craftspeople,0.25507167,0.2637755,he has Mr forcefully and comfortable 554 who knows about the craftspeople Switzerland,0.24699265
1751,Întreaga Scoție a fost acoperită cu gheață în timpul erelor glaciare din pleistocen și peisajul a fost mult afectat de glaciațiune.,The whole Scotland was covered with ice during the glaciation in the crust and the landscape was greatly affected by glaciation.,The whole Scotland was covered with ice during the glaciation in the crust and the broadcast was greatly affected by glaciation.,0.69004714,0.5388879,The whole Scotland was covered with ice during the glaciation in the crust and the landscape was greatly affected by glaciation. None,0.59202427
1752,"Statul Liber Irlandez a fost o monarhie constituțională, regele său fiind monarhul britanic.","The Irish Free State was a constitutional monarchy, its King being the British monarchy.","The Irish Free State was a constitutional monarchy, its King 135 the British monarchy.",0.82132804,0.7226142,"The Irish Free State was a constitutional monarchy, its King being the British monarchy. Vichi.",0.6424123
1753,"În urmă cu 200 de ani, acești țigani erau lăutari, cismari și fierari, fiind de folos cășiunenilor.","200 years ago, these gypsies were greedy, chisches and parboilers, benefiting from the quantes.","200 years ago, these gypsies were multiple chisches and parboilers, benefiting from the quantes.",0.37449718,0.35037675,"200 years ago, these gypsies were greedy, chisches and parboilers, benefiting from the quantes. toute",0.35922903
1754,"John Adams din Massachusetts și grupul de plantatori din Virginia ce erau conservatori, erau ostili Londrei.",John Adams from Massachusetts and the group of growers in Virginia that were conservative were hostili Londrei.,John Adams from Massachusetts and the group of growers in Virginia that were conservative were hostili Navy,0.85870427,0.54777515,John Adams from Massachusetts and the group of growers in Virginia that were conservative were hostili Londrei. orientated,0.6480286
1755,Există 28 de posturi regionale de televiziune și 74 de posturi de televiziune locale.,There are 28 regional television channels and 74 local television channels.,There are 28 regional vain. channels and 74 local television channels.,0.9051179,0.67554486,There are 28 regional television channels and 74 local television channels. redundant,0.6256375
1756,Dimensiuni prestabilite de clustere și unități de alocare,Pre-established clusters and allocation units dimensions,Pre-established ceramic and allocation units dimensions,0.75927,0.46145976,Pre-established clusters and allocation units dimensions allies,0.49564436
1757,"Avea attributii juridice, prezida scaunul de judecată, decidea sentința finală, însă doar cazurile grave erau judecate de rege.","You had legal fees, the court chair, decided on the final sentence, but only serious cases were judged by the King.","You had legal fees, the court chair, decided on the final sentence, but only serious cases Hinko judged by the King.",0.47080135,0.42002788,"You had legal fees, the court chair, decided on the final sentence, but only serious cases were judged by the King. schemes",0.46736208
1758,Clinton a primit de la Cornwallis la 23 septembrie mesajul disperat.,Clinton received from Cornwallis on 23 September the desperate message.,ClintMoldova. received from Cornwallis on 23 September the desperate message.,0.86353815,0.5949429,Clinton received from Cornwallis on 23 September the desperate message. border.,0.68498886
1759,"Mireasa își ia rămas bun prin gura unei fete de la casa părintească, de la părinți, frați și surori, vecini, prietene și rude.","The movement remains good through the mouth of a girl from the parent home, from parents, brothers and sisters, neighbours, friends and relatives.","The falsely remains good through the mouth of a girl from the parent home, from parents, brothers and sisters, neighbours, friends and relatives.",0.33965313,0.3319578,"The movement remains good through the mouth of a girl from the parent home, from parents, brothers and sisters, neighbours, friends and relatives. orderly",0.31531292
1760,În anul 1913 era apreciat ca un adevărat parc englezesc.,In 1913 it was appreciated as a true English park.,In 1913 it was appreciated as a true Barbu park.,0.8871073,0.45018294,In 1913 it was appreciated as a true English park. channels.,0.70830625
