,original,translation
1650,Pe întuneric a decis să ardă pavilionul de lângă râu.,In the dark it decided to burn the flag near the river.
1651,Acest tablou a fost expus pentru prima oară la Iași în vitrina unei librării.,This picture was exposed for the first time to the taken steps in the vitality of a bookstore.
1652,"Este un tip de meci fără descalificări, pinfall sau submission iar folosirea oricăror obiecte străine este permisă.","This is a type of match without disqualifications, pinfall or merchandise, and the use of any foreign object is permitted."
1653,Nu este clar astăzi dacă toate obiectivele de mai jos au fost ținte ale atacului planificat.,It is not clear today whether all of the following objectives were targeted at the planned attack.
1654,Ticho Brahe a studiat și înregistrat pozițiile a 777 de stele.,Ticho Brahe studied and recorded positions of 777 stars.
1655,"Sunt mai mult de 25 comunități nebăștinașe cu o populație de cel puțin 10,000 de oameni.",There are more than 25 indigenous communities with a population of at least 10.000 people.
1656,"În 257, împăratul Valerian a organizat o campanie împotriva Imperiului Sasanid, reușind să recupereze Antiohia și Siria.","In 257, the division of Valerian conducted a campaign against the Sasanid Empire, which succeeded in recovering Antiohia and Syria."
1657,"Până în 1935, pregătiriel defensive fuseseră terminate.","Until 1935, defensive preparation had been completed."
1658,Una dintre cele mai mari realizări ale lui Iustinian este codificarea dreptului roman începută în 529.,One of the greatest achievements of Justinian is the codification of Roman law started on 529.
1659,"În Ungaria, constituția era cea din aprilie 1848, în Austria era cea din 1867.","In Hungary, the constitution was that of April 1848, it was that of 1867 in Austria."
1660,"Mai mult, turcii trebuiau să rezolve dezordinile sociale din rândul comunității grecești.","Moreover, the Turks had to resolve the social disorders among the Greek community."
1661,"Asediat în cetatea de la Poenari, Țepeș a fugit, folosind un pasaj secret.","Poenari's basket, Pellet fled, using a secret passage."
1662,A fost o epocă de patriotism exaltat și deelenizare culturii și obiceiurilor românești.,It was an era of exalted patriotism and deelenisation of Romanian culture and customs.
1663,Capacitatea de a prezice acțiunile altora prin înțelegerea motivelor și a stărilor emoționale ar permite unui agent să ia decizii mai bune.,Ability to predict others' actions by understanding the reasons and emotional states would allow an agent to make better decisions.
1664,112.000 de soldați francezi evacuați inițial în Anglia au fost repatriați prin porturile din Normandai și Bretania.,There were 112.000 French soldiers initially evacuated to England who were repatriated through ports in Normandai and Brittany.
1665,gard din plăci prefabricate și din sârmă plasă galvanizată și împrejmuirea,"Prefabricated buildings, and wire and fencing, of galvanised wire and fencing"
1666,Comunele din Estonia acoperă întreg teritoriul țării.,The communes of Estonia cover the entire territory of the country.
1667,"Strabon în „Geografia” menționa că geții aveau aceeași limbă cu tracii, iar dacii aceeași limbă cu geții.","This is because, in addition to this, we have adopted a series of legislative decisions that are based on the same criteria, which are based on the same criteria."
1668,"A doua categorie o formează agenții ce dețin poziții parlamentare, pot fi sectari de stat șefi ai curții supreme de discuție.","The second category is agencies with parliamentary positions, can be sectarian heads of the supreme court of discussion."
1669,"După aceea, comandanții japonezi au retras forțele principale pentru a securiza cetatea Paju.","After that, the Commanders of Japan withdrew the main forces to secure the meadow."
1670,"În noaptea de 7 noiembrie, Elser a programat ceasul bombei și a încercat să treacă granița în Elveția.","On the night of 7 November, Elser programmed the clock of the bomb and tried to cross the border in Switzerland."
1671,"Simți cum întregul Univers, lângă tâmpla stângă a lui Dumnezeu începe să cânte.","Simulate how the whole of Univers, on God's left-wing side, you are starting to single."
1672,"Pe 21 iunie, nouă bombardiere italiene au atacat distrugătorul francez Malin, dar vasul nu a fost atins de nicio bombă.","On 21 June, nine Italian bombardment attacked the French destroy Malin, but the ship was not touched by any bomb."
1673,"Această dispersie putea fi fatală tuturor, dar era cea mai proastă soluție pentru atenieni, a căror cetate ar fi rămas distrusă.","This dispersion could be fatal to everyone, but it was the worst solution for the attendants whose thoroughness would have remained destroyed."
1674,"După trei ani de contracție economică, economia a crescut în 2011 cu 0,7% și în 2012 cu 0,9%.","Council Regulation (EC) No 659 / 1999 of 22 March 1999 laying down detailed rules for the application of Article 93 of the EC Treaty (OJ L 83, 27.3.1999, p. 1)."
1675,Arabia Saudită și Sudan au contribuit de asemenea cu anumite trupe.,Saudi Arabia and Sudan have also contributed certain troops.
1676,", fratele mai mare al lui Alfred Dreyfus, era convins de nevinovăția condamnatului.",", larger brother of Alfred Dreyfus, was convinced of the innocent convicted."
1677,"Pe 10 aprilie, Anglia și Franța repetat cererea adresată Olandei pentru alăturarea acestei din urmă la efortul de război aliat.","On 10 April, England and France repeated their request to the Netherlands to join the allied war effort."
1678,"Garnizoanele și facilitățile de peste mări sunt întreținute în , , , , , , , , , , Qatar și Singapore.","Guarantors and overseas facilities are maintained in, or at, the level of, Qatar, Qatar and Singapore."
1679,Profilul a crescut în Irlanda datorită întrecerilor anuale cu reguli mixte ce se desfășoară între Australia și Irlanda.,The profile has increased in Ireland due to annual reviews with mixed rules taking place between Australia and Ireland.
1680,"În același timp, sârbii au avut pierderi importante — peste 15.000 de oameni morți, răniți sau luați prizonieri.","At the same time, the Serbs made large losses over 15 000 dead, injured or take prisoners."
1681,"În 2009, un sondaj a relevat faptul că 78% din croați afirmă că cunosc cel puțin o limbă străină.","In 2009, a survey revealed that 78% of Croats claim to be aware of at least one foreign language."
1682,"În vara anului 410, vizigoții la comanda lui Alaric I au jefuit Roma.","In the summer of 410, Alaric I visited Rome."
1683,"La începutul anului 2017, în Slovenia existau circa 114.438 de persoane cu o cetățenie străină, care reprezentau 5,5% din populația totală.","As of the beginning of 2017, there were around 114.438 persons with a foreign nationality who represented 5,5% of the total population in Slovenia."
1684,"Despre coifurile romane din această perioadă știm faptul că cel mai răspândit model era coiful Montefortino, cu calotă înaltă și vârf rotund.",We know about Roman coffs at this time that the most widespread model was Montefortino's cake with a round-top and high cap.
1685,Au cerut ca regele să fie adus înapoi în capitală.,They called for king to be brought back to the capital.
1686,"Prima atestare documentară a denumirii Austria datează în 996, când apare termenul Ostarrichi, care va deveni Österreich.","The first documentary attestation of the Austrian name dates back to 996, when the term Ostarrichi appears, which will become Österreich."
1687,"Prin urmare, Hosokawa Tadaoki a pornit spre Jinju cu o armată mare.","Accordingly, Hosokawa Tadaoki started towards Jinju with a large army."
1688,"În trecut, se întâlneau frecvent elefanți cu colți cântărind peste , dar astăzi rareori se întâlnesc unii de peste .","In the past, elephants often meet with tweezers weighing over, but today rarely meet each other over and over."
1689,"Prima societate care a semnat un contract ce stipula permisiunea de a preceda cicliștii a fost compania producătoare de ciocolată, Menier.",The first company to sign a contract which stipulated permission to precede cyclists was the chocolate company Menier.
1690,"Nicolae II a renunțat la acesta la data de 25 decembrie 1916, recunoscând suveranitatea Regatului Polonez.","Nicolae II gave up on 25 December 1916, recognising the sovereignty of the Kingdom of Poland."
1691,"Pe 7 iulie 1937, incidentul de la podul Marco Polo a declanșat un război în toată puterea cuvântului între cele două state.","On 7 July 1937, the incident on the Marco Polo bridge triggered a war in all power between the two states."
1692,"În fruntea societății era aristocrația formată din clerici și laici, alcătuind categoriile privilegiate.","At the head of the company was aristocracy of clerics and lakes, making up privileged categories."
1693,rațiunile adevărate și atotgenerale ale Providenței și,genuine and all-general reasons for providing this information; and
1694,"Clima Finlandei este potrivită pentru cultivarea cerealelor doar în sudul extrem, în vreme ce în nord se poate practica doar creșterea animalelor.","Finland's climate is only suited to growing cereals in the extreme south, while in the north only livestock husbandry can be practised."
1695,Constituția acordă șefului executivului prerogativa de a fi comandantul suprem al armatei și al forțelor navale.,The constitution gives the executive head the power to be the supreme commander of the army and the naval forces.
1696,Divizia I Chasseurs Ardennais nu a primit astfel comanda de retragere.,Division I Chasseurs Ardennais thus did not receive the order of withdrawal.
1697,Mussolini a cerut în acest moment ca Divizia Cosseria să atace în forță și să înainteze indiferent de pierderi.,Mussolini has now called for the Cosset to attack and move forward regardless of the loss.
1698,"Rutele, atât cele interne, cât și internaționale, sunt deservite de mai mult de 100 de companii de autobuze, dintre care cele mai mari sunt și .","As regards the compatibility of the aid with the internal market under Article 107 (3) (c) of the Treaty, the Commission notes that the following cumulative conditions are met:"
1699,"Dreyfus nu a fost condamnat la moarte, pedeapsa capitală fiind abolită pentru crime politice încă din 1848.","Dreyfus has not been sentenced to death, with the death penalty abolished for political crimes since 1848."
1700,"Unele echipamente mai vechi, precum procesoarele de text Wang,","Some older equipment such as Wang text processors,"
1701,Închiderea fabricilor naționalizate a devenit un nou mijloc de represiune a grevelor.,The closure of nationalised factories has become a new means of repression of strikes.
1702,"A murit la 2 iulie 1504, înmormântat la Mănăstirea Putna.","He died on 2 July 1504, buried in the monastery of Putna."
1703,"Aceasta a fost înlocuitǎ în mare măsură cu plastic mai ieftin și mai flexibil , cum ar fi polistiren, PVC, nailon.","It has been largely replaced by cheaper and more flexible plastic, such as polystyrene, PVC, nylon."
1704,"Băncilă a ilustrat în operele acestei perioade nu numai răscoalele țărănești din 1907, ci și condițiile mizere ale răsculaților.",The banks have illustrated not only the shoreline injuries of 1907 but also the misgivings of the seedlings in the works of this period.
1705,"Pe 1 aprilie, capitala Asmara a fost declarată „oraș deschis”.","Bone on 1 April, the capital of Asmara was declared open city."
1706,Ea a fost aleasă pentru a reprezenta diferite organizații evreiești iar artiștii sioniști au inclus diverse forme ale candelabrului în operele lor.,"She was chosen to represent various Jewish organisations, and artists in the Scannabis included various forms of candelis in their works."
1707,"Electoratul radicalilor era compus din burghezimea mică și mijlocie și în mică parte, din țărănime.",The radical electorate consisted of the small and medium-sized and small part of the shore.
1708,Pierderile de la Keren au fost ridicate în ambele tabere.,The losses in Keren were lifted on both sides.
1709,Provincia era formată din mai multe sate cu sfaturi ale bătrânilor.,The Province consisted of several villages with advice from the elderly.
1710,"În plus, mutarea producției în noi locații a creat probleme de înzestrare a unităților de producție cu utilaje noi.","In addition, moving production to new locations has created problems to equip production units with new machinery."
1711,Retragerea prin munții Albaniei a fost o operație dificilă.,Withdrawal through the mountains of Albania was a difficult operation.
1712,Elefanții erau adesea greu de ilustrat de oameni care nu îi văzuseră în carne și oase.,The elephants were often difficult to illustrate by people who had not seen them in meat and bone.
1713,Aici se poate invata despre trecutul regiunii Asturias.,This is where we can invent the past of Asturias.
1714,Rata înscrierilor la școlile primare este de 100%.,The entry rate in primary schools shall be 100%.
1715,"Similar, guvernul reducea controlul forțelor sociale tradiționale asupra învățământului superior și asupra corpului ofițeresc.","Likewise, the Government reduced the control of traditional social forces over higher education and the officer's body."
1716,"Ca operă arhitecturală, din vremea lui Mircea datează numai biserica cea mare de la Cozia.","As an architectural work, from Mircea's time only dates back to the big church at Cosia."
1717,; Monumentul Eroilor din Primul și Al Doilea Război Mondial,; Monument of errors in First and Second World War
1718,"În 131, Împăratul Hadrian a redenumit Ierusalimul „Aelia Capitolina” și a construit un Templu al lui Jupiter pe locul fostului templu israelit.","Back to 131, the Hadrian side renamed Jerusalem Aelia Capitolina, and built a Jupiter's Topple on the back of the former Israeli temple."
1719,"Republica continua rezistență, dar fără a reuși să întoarcă soarta razboului.","The Republic continues resistance, but without being able to return to the fate of the razor."
1720,Asigurările pentru daunele asupra proprietăților au fost confiscate de guvern.,The property damage insurance was confiscated by the government.
1721,"Cele mai cunoscute păsări care vin aici să se împerecheze sunt pitulicea fluierătoare, cinteza și .","The most common birds coming in are the whistle-blowing, quintthesis and."
1722,"Stilul ales a rămas la rădăcinile puritane și transilvănene, astfel clădirea face o aluzie la vechile biserici fortificate.","The chosen style remained at purified and transillivian roots, thus making the building allusion to the old fortified church."
1723,acest tip sunt lupta dintre Jerry Lawler și Terry Funk și meciul pentru titlul WWF World Title dintre Mankind și The Rock.,The security system shall comply with the requirements set out in this Title and shall comply with the requirements set out in this Title.
1724,"Reputația sa a suferit după anii 1970, mai ales din cauza rolului său în deportarea indienilor.","His reputation suffered after the 1970s, particularly because of his role in the deportation of the Indians."
1725,"În afara marilor orașe metropolitane, doar un număr restrâns de magazine își permiteau să servească exclusiv un anumit tip de clientelă.","Apart from the large metropolitan cities, only a limited number of shops allowed themselves to serve a certain type of customer only."
1726,Somalia Italiană a fost trecută sub administrația militară britanică pentru restul războiului.,Somalia Italy was put under British military administration for the rest of the war.
1727,Divizia franceză a fost obligată să se retragă cu doar trei tancuri rămase în stare de funcționare.,The French division was obliged to withdraw with only three tanks remaining in operation.
1728,În 1927 se putea urca din Valea Orașului către orașul modern prin 14 vaduri.,"In 1927, it was possible to climb from the City Valley to the modern city through 14 vadages."
1729,Intrarea în formație a bombardierelor Do 17s și Ju 88 din KG 76 a fost mai dificilă.,The entry into formation of Do 17s and Ju 88 bombardors in KG 76 was more difficult.
1730,"Majoritatea au flori unisexuate, dispuse monoic sau dioic; florile mascule sunt așezate în amenți, iar cele femele alcătuiesc inflorescențe diverse.","Most of them have single, single-arranged or dioic flowers; the masters' flowers are placed in fines, and the females make up various inflorescences."
1731,"Șeful statului portughez este , ales pe mandat de cinci ani prin vot universal direct.",The Portuguese Head of State shall be elected for a term of five years by direct universal suffrage.
1732,Pierderile norvegiene și aliate din această campanie au numărat aproximativ 6.600 soldați.,The Norwegian and allied losses in this campaign counted approximately 6.600 soldiers.
1733,"Scotland Office este condus de către , care face parte din ; în exercițiu este .","Scotland Office is headed, which is part of the financial year."
1734,experiențe și trăiri proprii ce se doresc împărtășite exemplar.,own experiences and living to be shared exemplary.
1735,"La 10 iunie, Italia a invadat Franța, declarând război atât Franței cât și Regatului Unit.","On 10 June, Italy invaded France, declaring war on both France and the United Kingdom."
1736,"a apărut la Huddersfield, West Yorkshire în 1895 și se joacă în general în .","appeared in Huddersfield, West Yorkshire in 1895 and is playing in general."
1737,"Au fost ocupate principalele orașe, deci nu se dorea chiar crearea unei colonii permanente.","The main cities were occupied, so they did not even want to create a permanent colony."
1738,"În ciuda solicitărilor Parlamentului Irlandei de Nord, guvernul central nu a declarat înrolarea în masă în regiune.","Despite the demands of the Northern Ireland Parliament, the central government has not declared mass enrolment in the region."
1739,Oastea Română a intrat în Bulgaria pentru a opri această nelegiuire.,Oastea RomWoentered Bulgaria to stop this illegitimacy.
1740,asemenea ca toată străduința să le fie să nu dea sufletului,so that all the effort is not to give them the soul.
1741,Expansiunea începe imediat după alungarea ultimului rege.,The pressure shall start immediately after the last king has been elongated.
1742,"Rezultatul a fost Actul de Mediere, care a restaurat în mare parte autonomia Elveției, introducând o confederație de 19 cantoane.","The result was the Mediation Act, which largely restored Switzerland's autonomy, introducing a 19-cantoons confederation."
1743,În partea dreaptă a schiței sunt figurate niște forme care sugerează clădirile unei intreprinderi.,On the right side of the sketch there are some forms which suggest an intress building.
1744,"În prezent, Rusia a finalizat [[Sistem de navigație prin satelit_sistemul de navigație prin satelit]] [[GLONASS]].","Currently, Russia has completed [[Satellite Navigation System _ Satellite Navigation System]] [GLONASS]."
1745,"Fiecare cruce are câte o coroană de frunziș de brad, atârnată de brațele ei întoarse.",Each cross has a crown of brain leaf attached to its arms returned.
1746,"În timpul luptelor aeriene, RAF și USAAF au produs germanilor pierderi importante în oameni și aparate de zbor.","During airfighting, RAF and USAAF caused severe human and flight equipment losses to Germans."
1747,Înaltul Comandament German a considerat la început că neutralitatea Norvegiei este convenabilă pentru Reich.,The German High Command considered at the beginning that Norway's neutrality was convenient for Reich.
1748,A fost înmormântat în Catedrala Sfântul Mihail din Alba Iulia.,He was buried in the Catedrala of Saint Mikhail in Alba Iulia.
1749,"În momentul organizării alegerilor pentru Parlamentul de la Frankfurt, ele urmau să aibă loc și în Țările Cehe.","When Parliament's elections in Frankfurt were held, they were also to be held in the Czech countries."
1750,are pe Domnul tărie și laudă.554 Cel ce cunoaște meșteșugurile,he has Mr forcefully and comfortable 554 who knows about the craftspeople
1751,Întreaga Scoție a fost acoperită cu gheață în timpul erelor glaciare din pleistocen și peisajul a fost mult afectat de glaciațiune.,The whole Scotland was covered with ice during the glaciation in the crust and the landscape was greatly affected by glaciation.
1752,"Statul Liber Irlandez a fost o monarhie constituțională, regele său fiind monarhul britanic.","The Irish Free State was a constitutional monarchy, its King being the British monarchy."
1753,"În urmă cu 200 de ani, acești țigani erau lăutari, cismari și fierari, fiind de folos cășiunenilor.","200 years ago, these gypsies were greedy, chisches and parboilers, benefiting from the quantes."
1754,"John Adams din Massachusetts și grupul de plantatori din Virginia ce erau conservatori, erau ostili Londrei.",John Adams from Massachusetts and the group of growers in Virginia that were conservative were hostili Londrei.
1755,Există 28 de posturi regionale de televiziune și 74 de posturi de televiziune locale.,There are 28 regional television channels and 74 local television channels.
1756,Dimensiuni prestabilite de clustere și unități de alocare,Pre-established clusters and allocation units dimensions
1757,"Avea attributii juridice, prezida scaunul de judecată, decidea sentința finală, însă doar cazurile grave erau judecate de rege.","You had legal fees, the court chair, decided on the final sentence, but only serious cases were judged by the King."
1758,Clinton a primit de la Cornwallis la 23 septembrie mesajul disperat.,Clinton received from Cornwallis on 23 September the desperate message.
1759,"Mireasa își ia rămas bun prin gura unei fete de la casa părintească, de la părinți, frați și surori, vecini, prietene și rude.","The movement remains good through the mouth of a girl from the parent home, from parents, brothers and sisters, neighbours, friends and relatives."
1760,În anul 1913 era apreciat ca un adevărat parc englezesc.,In 1913 it was appreciated as a true English park.
1761,"Printre aceste grupuri se numărau romii și negrii, precum și persoanele cu handicap, infractorii și alți neadaptați sociali.","These groups included Roma and denial, as well as disabled people, criminals and other social unfit."
1762,"Cu toate acestea, Mercier a fost huiduit la ieșirea de la audiere.","However, Mercier was huited at leaving the hearing."
1763,"Demnitarii regali supravegheau orașele și se asigurau cǎ în atelierele de ceramicǎ, textile și obiecte decorative din metal se lucra eficient.","The towns supervised King deputies were prevented from being prevented from being protected from being effectively worked in metal-related ceramic, textile and decorative workshops."
1764,A interzis creștinilor să predea și să studieze în școlile publice.,It has banned Christians from teaching and studying in public schools.
1765,"Oștenii din rândul doi, îi puteau străpunge pe dușmani, pe deasupra umerilor soldaților din primul rând.","The legacy from the second side was able to dispose of enemies, over and above the shoulders of the first row."
1766,"Cage of Death este un meci hardcore, în care suprafața ringului este înconjurată de o cușcă metalică fără acoperiș, făcută din bare de oțel.","The age of Death is a hardcore match where the surface of the ringe is surrounded by a metal ring without a roof, made from steel bars."
1767,"Casele din Ierusalim aveau de pildă, acoperișuri plate și împrejmuite cu parapete.","The houses in Jerusalem had, for example, flat roofing, and enclosed with bulwarks."
1768,"Pe acest temei, unitățile militare sârbe intră în Banat și la 14 noiembrie 1918 ocupă Timișoara.","On that basis, Serbian military units enter the Banat and on 14 November 1918 occupy Timişoara."
1769,"Cea mai mare parte a pieselor de artilerie erau modele depășite din punct de vedere tehnic, sârbii dispunând doar de 48 de tunuri grele.","Most of the artillery parts were technically outdated, with the wires having only 48 heavy guns."
1770,Etruscii își pierd teritoriile din nordul Italiei după intervenția celtilor.,Etrusks are losing their territories in northern Italy after the intervention of each other.
1771,Portugalia a fost una din cele doar cinci țări europene care au rămas neutre în al Doilea Război Mondial.,Portugal was one of just five European countries that remained neutral in the Second World War.
1772,"Țiganii nomazi și seminomazi să fie puși la același nivel cu evreii și trimiși în lagărele de concentrare.""","nomadic gypsies and seminomans are put on the same level as Jews and sent to concentration camps. """
1773,"În mod frecvent, chiar în timpul iernii, sosesc dinspre Atlantic mase de aer umed, aducând ploi și zăpezi însemnate.","Often, even in winter, wet air masses arrive from the Atlantic, resulting in significant rain and snow."
1774,Primul sponsor al acestei competiții a fost La Belle Jardinière.,The first sponsor of this competition was La Belle Jardinière.
1775,Protocolul drapelului României este stabilit în cadrul Legii nr.,(CPC 86211 less national cabotage transport)
1776,"Schmitt atrage atenția asupra faptului că este necesară fixarea unei anumite ordini de stat, pentru ca ordinea de drept să aibă sens.",Schmitt draws attention to the fact that it is necessary to attach a particular state order in order for order of law to make sense.
1777,Influența creștină a îmblânzit pedepsele pentru criminali.,The Christian influence has curbed the penalties for criminals.
1778,"thumb220x220px[[Liceul Teoretic Mihai Eminescu, Bălți","thumb220x220px [[Theoretic Mihai Eminescu, Bălți]"
1779,Citarea frecventă a oștilor Craiovei în cadrul diverselor acțiuni militare este și o dovadă a puterii financiare a orașului.,The frequent quotation of Craiovei sheep in various military actions is also proof of the financial strength of the city.
1780,"În acea perioadă, țara a fost dominată de nobilimea autohtonă, între care familiile și , din rândul cărora au fost numiți numeroși bani.","At that time, the country was dominated by the noble home, including the families and, of whom many money was called."
1781,rigidă a dischetelor de 3 1/2 inch îi face pe unii să creadă în mod fals că aceste dischete sunt un fel de,rigid 3 1 / 2 inch disks make some falsely believe that these disks are some kind of disks
1782,"În 1950, jumătate din muncitorii finlandezi erau ocupați în agricultură și o treime trăiau în zonele urbane.","In 1950, half of Finnish workers were employed in agriculture and one third lived in urban areas."
1783,La Gondar și Jimma se aflau aproximativ 40.000 de soldați.,In Gondar and Jimma there were approximately 40.000 soldiers.
1784,"Primele sculpturi semnate dartează de la sfârșitul perioadei arhaice dar, abia în sec.","The first tools signed show at the end of the archaic period, but only on the dry ground."
1785,"Până la mijlocul lunii iunie, patru dintre cele opt submarine italiene cu baza la Massawa au fost pierdute.","By mid-June, four of the eight Italian submarines based on Massawa were lost."
1786,"Una dintre reținerile pentru soldă era fondul de înmormântare, care era colectat de fiecare centurie.","One of the detentions for soldier was the funeral fund, which was collected by each belt."
1787,"În fiecare zi, sportivul cu cel mai mic timp acumulat după sfârșitul zilei precedente îmbracă tricoul galben de lider al clasamentului general.","Each day, the sportsmen with the lowest cumulative time after the end of the previous day shall wear the yellow-ranking T-shirts."
1788,"Din cei peste 100.000 km ai rețelei feroviare chineze, aproximativ 10.000 de km sunt de mare viteză.","Of the over 100 000 km of the Chinese rail network, around 10.000 km is high-speed."
1789,"Festivaluri moderne de Mnarja au loc în și în jurul pădurilor din , chiar în afara orașului .",Modern Mnarja Festivals take place in and around forests in and beyond the city.
1790,"Comunitățile evreilor polonezi și germani care au jucat un rol atât de mare înainte de 1945 în lumea evreiască, aproape dispăruseră.",The Polish and German Jewish Communities who played such a large role before 1945 in the Jewish world almost disappeared.
1791,Evreii aveau de asemenea interdicția de a practica medicina sau avocatura.,They were also banned from practising medicine or lawyers.
1792,Premierii nu rămâneau destul de mult timp la putere.,Prizes were not in power for a long time.
1793,"Franța a dat dovada unui stat arbitrar, în contradicție flagrantă cu principiile republicane fondatoare.",France has provided proof of an arbitrary state in flagrant contradiction with the founding Republican principles.
1794,Cea mai mare concentrare a bateriilor de artilerie AA era în jurul Londrei și a estuarului Tamisei.,The highest concentration of AA artillery batteries was around London and Thames Estuary.
1795,"Până în luna iunie, japonezii au cucerit provincia Henan și au început un în provincia Hunan.","Until June, the Japanese conquered Henan Province and started a Hunan Province."
1796,"Comandantul forțelor terestre era von Brauchitsch, dar responsabilul principal al planificării militare era șeful Statului Major Franz Halder.","The Ground Force Commander was von Brauchitsch, but the chief military planning officer was Major Staff Franz Halder."
1797,"De la un volum la altul, timbrul poetic al lui Dumitru Cerna primește accente mai dramatice, rezonanța vocii devine mai plină, mai profundă.","From one volume to the next, the poetic stamp of the Dumitru Cerna is given more dramatic emphasis, the resonance of the voices becomes full, deeper."
1798,"Wrestlerii luptă până când unul din ei cade în ring,singura modalitate de câștigare a luptei fiind prin pinfall.",The Court of Justice has consistently held that the obligation on a Member State to abolish aid regarded by the Commission as being incompatible with the internal market is designed to re-establish the previously existing situation.
1799,Situația războiului aerian a fost îmbunătățită cu ajutorul ultimelor descoperiri tehnice.,The situation of the air war has been improved with the latest technical findings.
1800,"În perioada anilor 2000, „SP” a publicat mai multe articole critice la adresa unor funcționari publici locali, exponenți ai Partidului Comuniștilor .","This is because, at the same time, we have adopted the BIP, which will enable the BIP to be extended."
1801,"Vinurile portugheze sunt recunoscute pe plan internațional din vremea romanilor, care asociau Portugalia cu zeul lor, Bacchus.","Portuguese wines have been internationally recognised since the time of the Romans, which associated Portugal with their zeal, Bacchus."
1802,"Ioan Solomon a fost îndepărtat, prin viclenie, din preajma lui Tudor Vladimirescu în ziua arestării acestuia.",Yoan Solomon has been removed by vyclalism from the predecessor of Tudor Vladimirescu on the day of his arrest.
1803,"Cu toate acestea, arhitectură română a fost întotdeauna mult mai practică decât artistică .","However, the Romanian architecture has always been much more practical than artistic."
1804,Regulamentul prevedea ca sportivii să fie transportați exclusiv pe calea aerului.,The regulation provided for sportspeople to be transported exclusively by air.
1805,Un mare număr dintre prizonierii de război au fost eliberați din lagărele franceze după capitulare.,A large number of war prisoners were released from French camps after capitulation.
1806,Pasajele unde numele Felicei este menționat și unde scriitorul își exprimă scepticismul cu privire la oficializarea nunții sunt subliniate cu roșu.,Passages where the name of Felicei is mentioned and where the writer expresses scepticism about the formalisation of the clouds are underlined in red.
1807,"Marile puteri îi sprijineau pe greci, dar nu doreau ca Imperiul Otoman să fie distrus.","The great powers supported the Greeks, but they did not want the Ottoman Empire to be destroyed."
1808,"Aurul și argintul erau extrase din Munții Apuseni la Zlatna, Abrud, Roșia, Brad, Baia de Cris și Baia de Arieș, Baia Mare, Rodna.","The gold and silver were extracted from the Apuseni Mountains in Zlatna, Abrud, Red, Brad, Baia de Cris and Baia de Arieș, Baia Mare, Rodna."
1809,Unul dintre urmările noului tratat a fost preluarea controlului Bosniei și Herțegovinei de către Austria.,One of the consequences of the new treaty was Austria's taking control of Bosnia and Herzegovina.
1810,"Când au ajuns la primărie, au constatat că Robespierre nu era apărat de nimeni, și că încercă să se sinucidă.","When they arrived at the town, they found that Robeschinre was not defended by anyone, and that they were trying to suicide."
1811,"Armata Americană avea în 1939 14 divizii, dar în perioada postbelică, au devenit organizații, cu proceduri, protocoale, coduri.","In 1939, the American army had 14 divisions, but in the post-war period, they became organisations, with procedures, protocols, codes."
1812,Riscul poate să fie redus utilizând materiale termice care reduc radiația termică.,The risk can be reduced by using thermal materials that reduce thermal radiation.
1813,"În 1899, afacerea ocupa din ce în ce mai mult atenția scenei politice.","In 1899, the business was increasingly attentive to the political scene."
1814,Dansul chinezesc este o artă cu mai multe stiluri și genuri tradiționale și moderne.,Chinese Dana is a multi-style art and modern genders.
1815,"Potențialul alimentar a sporit creșterea populației, cele mai mari densități fiind atinse în Mexic și Peru.","Food potential has increased population growth, with the highest densities being reached in Mexico and Peru."
1816,"Armata II franceză urma în acest timp să formeze „pivotul” mișcării și să rămână pe poziții, în tranșee.","The French army's II was to take this time to form the pivot of the movement and to stay in a position, in ranks."
1817,Din fericire în timpul funcționării normale consumul se micșorează.,"Fortunately, consumption is shrinking in normal operation."
1818,După 40 de zile de eforturi zadarnice asediatorii se retrag.,"After 40 days of despicable efforts, the siege is withdrawing."
1819,"La începutul lunii iulie, Stauffenberg a participat de două ori la conferințele lui Hitler având o bombă în geantă.","In early July, Stauffenberg participated twice in Hitler's conferences with a bomb in the arrow."
1820,Aproximativ 30.000 până la 40.000 de bărbați sloveni au fost recrutați în armata germană și trimisi pe frontul de est.,Approximately 30.000 to 40.000 Slovak men were recruited to the German army and envoy on the eastern front.
1821,"Din cei douăzeci și doi de acuzați, în afară de unul, toți vor fi condamnați la moarte prin executare.","Of the twenty-two accused, apart from one, all of them will be sentenced to death by execution."
1822,Controllerul de dischetă poate comanda motorul să se poziționeze la orice increment din raza de acțiune a cursei sale.,The disk controller may command the engine to position itself at any increment of the range of its stroke.
1823,thumbright240px[[Palatul Culturii din Târgu MureșPalatul Culturii,Acajou d'Afrique (Acajou d'Afrique) (Acajou d'Afrique)
1824,"adaugă și și poate exprima fapte despre obiecte, proprietățile lor și relațiile dintre ele.","add to, and may express facts about, objects, their properties and their relationships."
1825,"După un raid de recunoaștere al unui avion Junkers Ju 86, analiștii germani au identificat aeroporturile ca fiind ale aviației de vânătoare.","After a recognition raid of a Junkers Ju 86 airline, German analysts identified the airports as being hunting aviation."
1826,"Profilul etapelor poate fi plat, vălurit sau montan.","The profile of the steps may be flat, vinted or mountainous."
